original,translated,reference,context_languages,strategy,bleu
warning: %s: ignoring bogus filename,"atenção: %s: nome de arquivo inválido, ignorado",aviso: %s: ignorando nome de arquivo inválido,ES,LLAMA,46.92470064105599
can't determine current directory,não é possível determinar o diretório atual,não foi possível determinar o diretório atual,ES,LLAMA,64.34588841607616
can't set effective uid,não é possível posicionar o proprietário (UID) efetivo,não foi possível definir o uid efetivo,ES,LLAMA,5.934202609760488
"the setuid man user ""%s"" does not exist","o usuário com privilégio setuid ""%s"" não existe","o usuário man setuid ""%s"" não existe",ES,LLAMA,63.15552371794039
fatal: regex `%s': %s,erro fatal: expressão matemática `%s': %s,"fatal: regex ""%s"": %s",ES,LLAMA,18.36028134946796
multi key %s does not exist,a chave múltiple %s não existe,a multichave %s não existe,ES,LLAMA,43.47208719449914
can't lock index cache %s,não é possível bloquear a cacha de índices %s,não foi possível travar o cache de índice %s,ES,LLAMA,10.552670315936318
index cache %s corrupt,caché de índices %s danificado,o cache de índice %s está corrompido,ES,LLAMA,12.872632311973014
cannot replace key %s,não é possível substituir a chave %s,não foi possível substituir a chave %s,ES,LLAMA,70.71067811865478
bad fetch on multi key %s,acesso inválido na chave múltipla %s,busca ruim na multichave %s,ES,LLAMA,14.535768424205482
Database %s corrupted; rebuild with mandb --create,A base de dados %s está corrompida; reconstrua-lá com mandb --create.,Banco de dados %s corrompido; reconstrua-o com mandb --create,ES,LLAMA,26.58483576665878
"warning: %s has no version identifier
",aviso: a %s não possui identificador de versão,"aviso: %s não possui identificador de versão
",ES,LLAMA,70.71067811865478
"warning: %s is version %s, expecting %s
","atenção: %s tem a versão %s, embora se esperasse %s","aviso: %s é versão %s, esperava-se %s
",ES,LLAMA,26.518122980477767
fatal: unable to insert version identifier into %s,erro fatal: impossível inserir o identificador de versão no campo %s,fatal: não foi possível de inserir o identificador de versão em %s,ES,LLAMA,34.32413993263389
[MAN DATABASE],[BASE DE DONNÉES DE MAN],[BANDO-DE-DADOS MAN],ES,LLAMA,14.535768424205482
The man database defaults to %s%s.,A base de dados padrão é %s%s.,O banco de dados man tem como padrão %s%s.,ES,LLAMA,34.78635157752423
emit debugging messages,exibição de mensagens de depuração,emite mensagens de depuração,ES,LLAMA,39.76353643835252
can't open %s for reading,não é possível abrir %s para leitura,não foi possível abrir %s para leitura,ES,LLAMA,70.71067811865478
[SECTION...],[SECCIÓN...],[SEÇÃO...],ES,LLAMA,53.7284965911771
PATH,Rota,CAMINHO,ES,LLAMA,0.0
set search path for manual pages to PATH,estabeleça o caminho de pesquisa para as páginas do manual em CHEMIN,define o caminho de pesquisa por páginas de manual com CAMINHO,ES,LLAMA,23.462350320527996
FILE,FICHERO,ARQUIVO,ES,LLAMA,0.0
use this user configuration file,utilize este arquivo de configuração do usuário,usa esse arquivo de configuração de usuário,ES,LLAMA,26.269098944241588
man command failed with exit status %d,a commande 'man' falhou com %d como código de retorno,o comando man falhou com estado de saída %d,ES,LLAMA,11.208466750961147
NULL content for key: %s,Contenuto NULO para clave: %s,conteúdo NULL para a chave: %s,ES,LLAMA,22.772101321113862
"
Updating cat files for section %s of man hierarchy %s
","Actualizando os arquivos préformados para a seção %s da subseção de entrada/saída padrão do diretório %s
","
Atualizando arquivos cat para seção %s da hierarquia man %s
",ES,LLAMA,15.316824552082009
cannot write within %s,não é possível escrever no %s,não foi possível escrever dentro de %s,ES,LLAMA,17.026116978186884
cannot read database %s,não é possível ler a base de dados %s,não foi possível ler o banco de dados %s,ES,LLAMA,32.46679154750989
unable to update %s,incapaz de actualizar %s,não foi possível de atualizar %s,ES,LLAMA,15.848738972120703
warning: %s/man%s/%s.%s*: competing extensions,atenção: %s/man%s/%s.%s*: extensões em conflito,aviso: %s/man%s/%s.%s*: extensões conflitantes,ES,LLAMA,82.77932960330115
can't update index cache %s,não é possível atualizar a cache de índices %s,não foi possível atualizar cache de índice %s,ES,LLAMA,15.106876986783844
warning: %s: bad symlink or ROFF `.so' request,atenção: %s: enlace simbólico ou diretiva ROFF para '.so' incorreto,"aviso: %s: link simbólico ruim ou requisição "".so"" ROFF",ES,LLAMA,19.56475149792291
warning: %s: ignoring empty file,atenção: %s: arquivo vazio ignorado,aviso: %s: ignorando arquivo vazio,ES,LLAMA,41.11336169005198
warning: %s: whatis parse for %s(%s) failed,atenção: %s: falha na pesquisa de whatis para %s(%s),aviso: %s: análise por whatis para %s(%s) falhou,ES,LLAMA,56.35190098079901
can't search directory %s,não é possível procurar no diretório %s,não foi possível pesquisar no diretório %s,ES,LLAMA,38.260294162784454
can't chown %s,não é possível alterar o proprietário do arquivo %s,não foi possível fazer chown em %s,ES,LLAMA,9.980099403873663
warning: cannot create catdir %s,atenção: não é possível criar o diretório de páginas préformatas %s,aviso: não foi possível criar o catdir %s,ES,LLAMA,16.90062198556585
can't chmod %s,não é possível alterar os direitos de %s,não foi possível fazer chmod em %s,ES,LLAMA,11.339582221952005
can't change to directory %s,não é possível ir para o diretório %s,não foi possível mudar para o diretório %s,ES,LLAMA,48.54917717073236
can't create index cache %s,não é possível criar o cache de índices %s,não foi possível criar cache de índice %s,ES,LLAMA,15.106876986783844
Updating index cache for path `%s/%s'. Wait...,Actualizando a cache de índices para o caminho `%s/%s'. Aguarde...,"Atualizando o cache de índice para o caminho ""%s/%s"". Aguarde...",ES,LLAMA,38.48963373212608
"done.
",terminado.,"feito.
",ES,LLAMA,49.99999999999999
"Purging old database entries in %s...
","Efetivando a limpeza de entradas desnecessárias da base de dados em %s...
","Descartando entradas antigas de banco de dados em %s...
",ES,LLAMA,46.825687910244035
warning: failed to store entry for %s(%s),atenção: impossível armazenar a entrada para %s(%s),aviso: falha ao armazenar entradas para %s(%s),ES,LLAMA,50.08718428920986
PATH SECTION NAME,Nome da Seção de Caminho químico,CAMINHO SEÇÃO NOME,ES,LLAMA,0.0
EXTENSION,EXTENSION,EXTENSÃO,ES,LLAMA,0.0
limit search to extension type EXTENSION,limite a busca para arquivos com extensão EXTENSION,limita a pesquisa ao tipo de extensão EXTENSÃO,ES,LLAMA,6.567274736060395
look for pages case-insensitively (default),pesquisa as páginas sem distinguir maiúsculas e minúsculas (padrão),procura por páginas sem diferenciar maiúsculo de minúsculo (padrão),ES,LLAMA,17.542198478193427
look for pages case-sensitively,busca as páginas distinguindo maiúsculas e minúsculas.,procura por páginas diferenciando maiúsculo de minúsculo,ES,LLAMA,5.522397783539471
interpret page name as a regex,considere o nome da página como uma expressão lógica,interpreta o nome da páginas como uma expressão regular,ES,LLAMA,29.84745896009822
the page name contains wildcards,o nome da página contém caracteres de jogo,o nome da página contém caracteres curingas,ES,LLAMA,68.037493331712
can't open %s,não é possível abrir %s,não foi possível abrir %s,ES,LLAMA,53.7284965911771
FILE...,FICHERO...,ARQUIVO...,ES,LLAMA,59.460355750136046
The defaults are --man and --whatis.,As opções padrão são --man e --whatis.,Os padrões são --man e --whatis.,ES,LLAMA,51.697315395717055
parse as man page,interpreta os arquivos como páginas de manuales,analisa como uma página man,ES,LLAMA,6.567274736060395
parse as cat page,lê os arquivos como páginas préformatadas,analisa como uma página cat,ES,LLAMA,8.116697886877475
show whatis information,mostra informações como whatis,mostra informação whatis,ES,LLAMA,18.99589214128981
show guessed series of preprocessing filters,exibe a lista suposta de filtros pré-processados.,mostra séries adivinhadas de filtros de pré-processamento,ES,LLAMA,11.044795567078939
ENCODING,Codificação ENCODAGE,CODIFICAÇÃO,ES,LLAMA,0.0
use selected output encoding,utilize o encodificador de saída selecionado,usa a codificação de saída selecionada,ES,LLAMA,16.233395773754953
%s: incompatible options,%s: opções incompatíveis,%s: opções incompatíveis,ES,LLAMA,100.00000000000004
command exited with status %d: %s,comando concluído com estado %d: %s,o comando saiu com status %d: %s,ES,LLAMA,43.44371253135793
[SECTION] PAGE...,[SECCIÓN] PÁGINA...,[SEÇÃO] PÁGINA...,ES,LLAMA,64.34588841607616
reset all options to their default values,reinicialize as opções para seus valores padrão,redefine todas opções para seus valores padrão,ES,LLAMA,61.47881529512643
WARNINGS,AVISOS,AVISOS,ES,LLAMA,100.00000000000004
enable warnings from groff,avisos ativos desde Groff,habilita avisos do groff,ES,LLAMA,15.97357760615681
Main modes of operation:,Modos principais de operação:,Modos principais de operação:,ES,LLAMA,100.00000000000004
equivalent to whatis,equivalente a whatis,equivalente a whatis,ES,LLAMA,100.00000000000004
equivalent to apropos,equivalente a apropos,equivalente a apropos,ES,LLAMA,100.00000000000004
search for text in all pages,busca texto em todas as páginas,pesquisa pelo texto em todas as páginas,ES,LLAMA,64.31870218238025
print physical location of man page(s),exibe o localização das páginas do manual,emite localização física da(s) página(s) man,ES,LLAMA,3.2149545730574576
print physical location of cat file(s),exibe o local de armazenamento dos arquivos 'cat',emite localização física do(s) arquivo(s) cat,ES,LLAMA,0.0
interpret PAGE argument(s) as local filename(s),interpreta argumento PAGE como nome de arquivo local,interpreta argumento(s) PÁGINA como nome(s) de arquivo(s) local(is),ES,LLAMA,4.4362221267787625
used by catman to reformat out of date cat pages,utilizado por Catman para reformatear páginas cat antigas,usado por catman para reformatar páginas cat desatualizadas,ES,LLAMA,13.134549472120788
output source page encoded in ENCODING,a exibição do código fonte convertido em ENCODAGE,emite a página fonte codificada em CODIFICAÇÃO,ES,LLAMA,7.267884212102741
Finding manual pages:,Recherche des pages de manuel:,Localizando as páginas de manual:,ES,LLAMA,9.652434877402245
LOCALE,LOCALIZACAO,LOCALIDADE,ES,LLAMA,0.0
define the locale for this particular man search,defina a localização para esta pesquisa de manual,define a localidade para esta pesquisa de man em particular,ES,LLAMA,28.46946938149361
SYSTEM,Sistema,SISTEMA,ES,LLAMA,0.0
use manual pages from other systems,empleue as páginas do manual de outros sistemas.,usa páginas de manual para outros sistemas,ES,LLAMA,11.99014838091355
