original,translated,reference,context_languages,strategy,bleu
warning: %s: ignoring bogus filename,"atenção: %s: nome de arquivo inválido, ignorado",aviso: %s: ignorando nome de arquivo inválido,"RU,ID",LLAMA,46.92470064105599
can't determine current directory,não foi possível determinar qual é o diretório atual,não foi possível determinar o diretório atual,"RU,ID",LLAMA,43.167001068522545
can't set effective uid,não foi possível posicionar o proprietário efetivo (UID),não foi possível definir o uid efetivo,"RU,ID",LLAMA,17.747405280050266
"the setuid man user ""%s"" does not exist","o utilizador com privilégio setuid ""%s"" não existe","o usuário man setuid ""%s"" não existe","RU,ID",LLAMA,59.00468726392806
fatal: regex `%s': %s,"erro fatal: expressão matemática ""%s"": %s","fatal: regex ""%s"": %s","RU,ID",LLAMA,57.067457770559976
multi key %s does not exist,a chave múltipla %s não existe,a multichave %s não existe,"RU,ID",LLAMA,43.47208719449914
can't lock index cache %s,não foi possível verificar o cache de índice %s,não foi possível travar o cache de índice %s,"RU,ID",LLAMA,65.80370064762461
index cache %s corrupt,o cache de índice %s está danificado,o cache de índice %s está corrompido,"RU,ID",LLAMA,84.08964152537145
cannot replace key %s,não foi possível substituir o chaveiro %s,não foi possível substituir a chave %s,"RU,ID",LLAMA,41.11336169005198
bad fetch on multi key %s,acesso inválido para chave múltipla %s,busca ruim na multichave %s,"RU,ID",LLAMA,13.134549472120788
Database %s corrupted; rebuild with mandb --create,"A base de dados %s está corrompida, reconstrua-lá com mandb --create",Banco de dados %s corrompido; reconstrua-o com mandb --create,"RU,ID",LLAMA,27.968424579665367
"warning: %s has no version identifier
",atenção: %s não possui identificador de versão,"aviso: %s não possui identificador de versão
","RU,ID",LLAMA,86.33400213704509
"warning: %s is version %s, expecting %s
","préstige: %s tem versão %s, em vez de %s","aviso: %s é versão %s, esperava-se %s
","RU,ID",LLAMA,28.65612242047131
fatal: unable to insert version identifier into %s,erro fatal: impossível inserir o identificador de versão no campo %s,fatal: não foi possível de inserir o identificador de versão em %s,"RU,ID",LLAMA,34.32413993263389
[MAN DATABASE],[BASE DE DONNÉES DO MAN],[BANDO-DE-DADOS MAN],"RU,ID",LLAMA,14.535768424205482
