project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-0.po.meta,ctx-0,28,0.863189,0.001746,False,0.196235,0.202427,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,28,0.941724,0.122282,True,0.112509,0.831935,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,28,0.93601,0.087512,True,0.139105,0.601794,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,28,0.954482,0.256249,True,0.105494,0.882291,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,28,0.917093,0.029414,False,0.166877,0.374813,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,28,0.955166,0.266378,True,0.099924,0.916359,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,28,0.88809,0.006087,False,0.156911,0.450222,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,28,0.868903,0.002307,False,0.202571,0.174761,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,28,0.930449,0.063277,True,0.123395,0.74192,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,28,0.951719,0.218794,True,0.105304,0.88355,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,28,0.918243,0.031392,False,0.157596,0.444788,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,28,0.954752,0.260199,True,0.099652,0.917875,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,28,0.935568,0.085279,True,0.125074,0.727219,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,28,0.912223,0.022375,False,0.15546,0.461848,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,28,0.938908,0.103683,True,0.129518,0.687746,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,28,0.963894,0.429337,True,0.087098,0.971263,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,28,0.922984,0.041131,False,0.135126,0.637412,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,28,0.89884,0.010748,False,0.178852,0.295411,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,28,0.95572,0.27485,True,0.115669,0.807015,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,28,0.927742,0.054091,True,0.119761,0.773153,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,28,0.922718,0.040507,False,0.131276,0.671995,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,28,0.878157,0.003657,False,0.203203,0.172172,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,28,0.93773,0.096775,True,0.110651,0.845987,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,28,0.889375,0.006508,False,0.199596,0.187361,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,28,0.869788,0.002409,False,0.184515,0.262263,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,28,0.879639,0.003942,False,0.155304,0.46311,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,28,0.895363,0.008925,False,0.13854,0.606829,True,False
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,28,0.936413,0.089599,True,0.110285,0.848704,True,True
gst-plugins-bad_v1.27.90,gst-plugins-bad-1.27.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,28,0.902378,0.013012,False,0.156277,0.455285,True,False
