project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-0.po.meta,ctx-0,589,0.848995,0.0,False,0.156399,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,589,0.85519,0.0,False,0.144261,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,589,0.858456,0.0,False,0.135845,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,589,0.859205,0.0,False,0.144481,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,589,0.845646,0.0,False,0.152059,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,589,0.85788,0.0,False,0.138018,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,589,0.84323,0.0,False,0.150022,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,589,0.851698,0.0,False,0.150373,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,589,0.865007,0.0,False,0.138185,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,589,0.864134,0.0,False,0.149033,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,589,0.858055,0.0,False,0.150354,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,589,0.868467,0.0,False,0.149171,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,589,0.867574,0.0,False,0.140946,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,589,0.872763,0.0,False,0.152016,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,589,0.861063,0.0,False,0.146245,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,589,0.863198,0.0,False,0.129671,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,589,0.868917,0.0,False,0.134221,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,589,0.856799,0.0,False,0.140994,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,589,0.860406,0.0,False,0.138398,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,589,0.852332,0.0,False,0.157301,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,589,0.869173,0.0,False,0.141952,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,589,0.854911,0.0,False,0.148726,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,589,0.864145,0.0,False,0.149005,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,589,0.865037,0.0,False,0.145799,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,589,0.849691,0.0,False,0.14568,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,589,0.854396,0.0,False,0.149958,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,589,0.856798,0.0,False,0.150535,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,589,0.866339,0.0,False,0.139302,0.0,False,False
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,589,0.854794,0.0,False,0.145973,0.0,False,False
