project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-0.po.meta,ctx-0,596,0.852412,0.0,False,0.152052,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.de.po.meta,ctx-1,596,0.84799,0.0,False,0.144493,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.es.po.meta,ctx-1,596,0.892591,0.0,False,0.132412,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,596,0.877312,0.0,False,0.149075,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.id.po.meta,ctx-1,596,0.873197,0.0,False,0.134326,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,596,0.866442,0.0,False,0.142081,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,596,0.862117,0.0,False,0.135299,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,596,0.861748,0.0,False,0.141385,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,596,0.868559,0.0,False,0.143314,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,596,0.866557,0.0,False,0.143139,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,596,0.873653,0.0,False,0.13932,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,596,0.875925,0.0,False,0.135558,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,596,0.864342,0.0,False,0.13821,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,596,0.867717,0.0,False,0.130763,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,596,0.885347,0.0,False,0.13303,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,596,0.885067,0.0,False,0.117052,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,596,0.893565,0.0,False,0.123075,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,596,0.891174,0.0,False,0.122331,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,596,0.882546,0.0,False,0.134037,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,596,0.870876,0.0,False,0.145541,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,596,0.879271,0.0,False,0.13572,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,596,0.870131,0.0,False,0.1287,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,596,0.888663,0.0,False,0.132674,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,596,0.879946,0.0,False,0.132097,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,596,0.872075,0.0,False,0.134582,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,596,0.869709,0.0,False,0.131062,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,596,0.869416,0.0,False,0.142721,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,596,0.872813,0.0,False,0.148928,0.0,False,False
wget_v1.25.0,wget-1.25.0.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,596,0.872647,0.0,False,0.138919,0.0,False,False
