project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-0.po.meta,ctx-0,9,0.941898,0.602015,True,0.162253,0.942669,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,9,0.919906,0.391466,True,0.224312,0.676861,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,9,0.874049,0.135826,True,0.233799,0.628729,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,9,0.890784,0.203263,True,0.222067,0.688168,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,9,0.980819,0.968355,True,0.139195,0.984627,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,9,0.913919,0.344277,True,0.164257,0.937268,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,9,0.793592,0.017251,False,0.343494,0.188562,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,9,0.933068,0.511099,True,0.169768,0.920959,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,9,0.936662,0.547238,True,0.171408,0.915704,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,9,0.878172,0.150208,True,0.251754,0.538202,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,9,0.954024,0.734188,True,0.153901,0.962067,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,9,0.969299,0.888671,True,0.131625,0.991378,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,9,0.673766,0.0007,False,0.374979,0.120781,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,9,0.927476,0.457694,True,0.180211,0.884469,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,9,0.897605,0.238443,True,0.211497,0.741589,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,9,0.876375,0.143776,True,0.166913,0.929669,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,9,0.906498,0.29213,True,0.235564,0.619755,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,9,0.829693,0.044302,False,0.29795,0.332184,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,9,0.825316,0.039558,False,0.249416,0.549828,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,9,0.786491,0.014301,False,0.270816,0.44688,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,9,0.989139,0.994804,True,0.11868,0.997537,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,9,0.874828,0.13844,True,0.22267,0.685136,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,9,0.851985,0.078363,True,0.245111,0.571403,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,9,0.94729,0.660348,True,0.184933,0.865733,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,9,0.72011,0.002436,False,0.301868,0.317405,True,False
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,9,0.971315,0.905733,True,0.16939,0.922146,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,9,0.852622,0.079636,True,0.224756,0.674618,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,9,0.962525,0.824346,True,0.136725,0.987144,True,True
bison-runtime_v3.5.90,bison-runtime-3.5.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,9,0.906103,0.289541,True,0.19836,0.806121,True,True
