project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-0.po.meta,ctx-0,69,0.73993,0.0,False,0.240055,0.000553,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.de.po.meta,ctx-1,69,0.796758,0.0,False,0.22894,0.001162,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.es.po.meta,ctx-1,69,0.828331,0.0,False,0.161541,0.048515,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,69,0.821259,0.0,False,0.17343,0.027634,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.id.po.meta,ctx-1,69,0.771611,0.0,False,0.206281,0.004722,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,69,0.758745,0.0,False,0.205695,0.004886,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,69,0.829418,0.0,False,0.20108,0.006377,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,69,0.740947,0.0,False,0.213716,0.003031,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,69,0.769528,0.0,False,0.240443,0.000538,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,69,0.784167,0.0,False,0.222304,0.00178,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,69,0.758818,0.0,False,0.233616,0.000854,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,69,0.772115,0.0,False,0.245267,0.000385,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,69,0.853705,1e-06,False,0.172759,0.028555,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,69,0.790216,0.0,False,0.260182,0.000131,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,69,0.81265,0.0,False,0.174083,0.02676,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,69,0.812,0.0,False,0.198344,0.007446,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,69,0.843459,0.0,False,0.161066,0.049578,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,69,0.79382,0.0,False,0.214041,0.002971,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,69,0.848838,1e-06,False,0.165167,0.041039,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,69,0.813917,0.0,False,0.180253,0.019643,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,69,0.808328,0.0,False,0.177953,0.022071,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,69,0.830395,0.0,False,0.181236,0.018679,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,69,0.8156,0.0,False,0.206476,0.004668,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,69,0.753771,0.0,False,0.206564,0.004644,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,69,0.758485,0.0,False,0.218847,0.002211,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,69,0.740183,0.0,False,0.211881,0.003386,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,69,0.771274,0.0,False,0.207606,0.004368,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,69,0.740442,0.0,False,0.215658,0.002692,False,False
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,69,0.835239,0.0,False,0.17706,0.023083,False,False
