project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-0.po.meta,ctx-0,7,0.794833,0.036402,False,0.265437,0.616284,True,False
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.de.po.meta,ctx-1,7,0.899816,0.329867,True,0.185809,0.934417,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.es.po.meta,ctx-1,7,0.916566,0.443197,True,0.195691,0.907674,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,7,0.902629,0.347202,True,0.186858,0.93183,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.id.po.meta,ctx-1,7,0.863797,0.163667,True,0.239167,0.738578,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,7,0.925927,0.516817,True,0.20114,0.89072,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,7,0.814705,0.05708,True,0.319815,0.389042,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,7,0.906009,0.368934,True,0.228009,0.787981,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,7,0.907929,0.381721,True,0.185937,0.934106,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,7,0.907929,0.381721,True,0.185937,0.934106,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,7,0.792996,0.034899,False,0.324706,0.37106,True,False
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,7,0.88482,0.248717,True,0.20867,0.86487,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,7,0.81273,0.054614,True,0.267783,0.605409,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,7,0.847705,0.117089,True,0.277853,0.559677,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,7,0.862187,0.158358,True,0.200657,0.892281,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,7,0.89434,0.298073,True,0.221921,0.81357,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,7,0.890972,0.279773,True,0.236114,0.752366,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,7,0.916652,0.44384,True,0.175772,0.956196,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,7,0.821255,0.066028,True,0.271243,0.589501,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,7,0.912694,0.41484,True,0.184585,0.937364,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,7,0.925612,0.514231,True,0.170406,0.965668,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,7,0.831222,0.082179,True,0.230245,0.778316,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,7,0.90119,0.338249,True,0.184642,0.937227,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,7,0.913386,0.419813,True,0.185584,0.934964,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,7,0.918907,0.460951,True,0.184008,0.938723,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,7,0.916902,0.445712,True,0.181573,0.944267,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,7,0.90733,0.377696,True,0.217216,0.832533,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,7,0.873668,0.199792,True,0.228249,0.786949,True,True
gtkspell_v3.0.7,gtkspell-3.0.7.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,7,0.825654,0.072753,True,0.292029,0.499032,True,True
