project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-0.po.meta,ctx-0,377,0.744725,0.0,False,0.205482,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,377,0.730905,0.0,False,0.208317,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,377,0.797415,0.0,False,0.203067,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,377,0.812888,0.0,False,0.18164,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,377,0.779006,0.0,False,0.186612,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,377,0.783142,0.0,False,0.188621,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,377,0.755844,0.0,False,0.198697,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,377,0.757712,0.0,False,0.203665,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,377,0.775844,0.0,False,0.210579,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,377,0.780398,0.0,False,0.198711,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,377,0.748125,0.0,False,0.200413,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,377,0.761492,0.0,False,0.19958,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,377,0.761394,0.0,False,0.198227,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,377,0.751785,0.0,False,0.202792,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,377,0.806662,0.0,False,0.191673,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,377,0.816383,0.0,False,0.191522,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,377,0.784667,0.0,False,0.196849,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,377,0.793416,0.0,False,0.184227,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,377,0.765076,0.0,False,0.205185,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,377,0.815981,0.0,False,0.174593,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,377,0.817775,0.0,False,0.17749,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,377,0.799471,0.0,False,0.187846,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,377,0.782188,0.0,False,0.203699,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,377,0.785373,0.0,False,0.192422,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,377,0.762825,0.0,False,0.195388,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,377,0.771112,0.0,False,0.196084,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,377,0.778739,0.0,False,0.197969,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,377,0.76413,0.0,False,0.21678,0.0,False,False
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,377,0.76315,0.0,False,0.195917,0.0,False,False
