project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-0.po.meta,ctx-0,94,0.8087,0.0,False,0.178704,0.004255,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.de.po.meta,ctx-1,94,0.831223,0.0,False,0.183778,0.002988,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.es.po.meta,ctx-1,94,0.90647,5e-06,False,0.109129,0.197853,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,94,0.887346,1e-06,False,0.134702,0.059963,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,94,0.85233,0.0,False,0.15382,0.020832,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,94,0.884787,1e-06,False,0.151221,0.024253,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,94,0.836589,0.0,False,0.187997,0.002209,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,94,0.869561,0.0,False,0.165892,0.009934,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,94,0.880874,0.0,False,0.134561,0.060401,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,94,0.858478,0.0,False,0.157037,0.017196,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,94,0.869152,0.0,False,0.148467,0.028411,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,94,0.869446,0.0,False,0.166786,0.009383,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,94,0.844195,0.0,False,0.177678,0.004564,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,94,0.873505,0.0,False,0.170899,0.007187,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,94,0.90425,4e-06,False,0.120999,0.117316,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,94,0.89822,2e-06,False,0.148204,0.028838,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,94,0.891735,1e-06,False,0.155649,0.01869,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,94,0.871044,0.0,False,0.186617,0.00244,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,94,0.872317,0.0,False,0.164389,0.010928,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,94,0.896712,2e-06,False,0.132755,0.066256,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,94,0.895139,2e-06,False,0.141108,0.042742,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,94,0.892771,1e-06,False,0.156553,0.017705,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,94,0.893723,1e-06,False,0.145736,0.033141,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,94,0.873527,0.0,False,0.143216,0.038105,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,94,0.826367,0.0,False,0.162276,0.012475,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,94,0.856005,0.0,False,0.157824,0.016398,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,94,0.87825,0.0,False,0.136383,0.05495,True,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,94,0.87514,0.0,False,0.172433,0.006496,False,False
psmisc_v23.7-rc1,psmisc-23.7-rc1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,94,0.872331,0.0,False,0.143735,0.037032,False,False
