project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-0.po.meta,ctx-0,28,0.294192,0.0,False,0.535624,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.de.po.meta,ctx-1,28,0.502934,0.0,False,0.424361,4.3e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.es.po.meta,ctx-1,28,0.517144,0.0,False,0.43707,2.2e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,28,0.568591,0.0,False,0.399198,0.000154,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.id.po.meta,ctx-1,28,0.287358,0.0,False,0.537816,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,28,0.621983,0.0,False,0.41794,6e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,28,0.188293,0.0,False,0.540591,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,28,0.287358,0.0,False,0.537816,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,28,0.507224,0.0,False,0.428607,3.5e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,28,0.55497,0.0,False,0.385646,0.000294,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,28,0.360427,0.0,False,0.481698,2e-06,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,28,0.614685,0.0,False,0.414964,7e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,28,0.362838,0.0,False,0.447437,1.2e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,28,0.35995,0.0,False,0.481548,2e-06,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,28,0.58123,0.0,False,0.368327,0.000648,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,28,0.506929,0.0,False,0.428503,3.5e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,28,0.640669,0.0,False,0.388591,0.000256,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,28,0.304015,0.0,False,0.465412,4e-06,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,28,0.537373,0.0,False,0.408513,9.7e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,28,0.495294,0.0,False,0.425033,4.2e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,28,0.599301,0.0,False,0.393982,0.000198,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,28,0.314929,0.0,False,0.504584,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,28,0.549595,0.0,False,0.387075,0.000275,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,28,0.486653,0.0,False,0.457302,7e-06,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,28,0.188293,0.0,False,0.540591,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,28,0.294192,0.0,False,0.535624,0.0,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,28,0.45228,0.0,False,0.447048,1.3e-05,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,28,0.561432,0.0,False,0.452979,9e-06,False,False
xdg-user-dirs_v0.17,xdg-user-dirs-0.17.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,28,0.188293,0.0,False,0.540591,0.0,False,False
