original,translated,reference,context_languages,strategy,comet,chrf,bleu,ter,bertscore
invalid argument %s for %s,argumento invÃ¡lido para %s,argumento inválido %s para %s,"RU,ZH_CN",LLAMA,84.83006954193115,60.541644802098425,28.641904579795423,40.0,82.50737190246582
ambiguous argument %s for %s,argumento %s ambíguo para %s,argumento ambíguo %s para %s,"RU,ZH_CN",LLAMA,92.28426218032837,70.91549278334176,33.437015248821105,20.0,92.2233521938324
Valid arguments are:,Os argumentos válidos são:,Argumentos válidos são:,"RU,ZH_CN",LLAMA,98.43652844429016,86.19589689046727,39.76353643835252,33.33333333333333,88.09451460838318
write error,erro de escritura,erro de escrita,"RU,ZH_CN",LLAMA,96.11270427703857,80.71001833901845,55.03212081491043,33.33333333333333,96.32450342178345
Unknown system error,Erro de sistema desconhecido,Erro desconhecido de sistema,"RU,ZH_CN",LLAMA,96.81670665740967,82.22337897609637,37.99178428257963,25.0,93.34007501602173
"%s: option '%s%s' is ambiguous
",%s: a opÃªncia '%s%s' tem ambiguidade,"%s: a opção ""%s%s"" é ambígua
","RU,ZH_CN",LLAMA,85.52492260932922,30.20066866793978,28.209929953276795,66.66666666666666,74.52331781387329
%s: option '%s%s' is ambiguous; possibilities:,%s: a opÃªncia '%s%s' é ambígua; possÃ­veis alternativas:,"%s: a opção ""%s%s"" é ambígua; possibilidades:","RU,ZH_CN",LLAMA,82.2535514831543,45.503995483298084,28.977907494497117,57.14285714285714,79.72545027732849
"%s: unrecognized option '%s%s'
","%s: opção '%s%s' não reconhecida
","%s: opção desconhecida ""%s%s""
","RU,ZH_CN",LLAMA,92.93535947799683,53.34828838194798,33.932513407933634,75.0,87.12640404701233
"%s: option '%s%s' doesn't allow an argument
","%s: a opÃ§Ã£o '%s%s' nÃ£o permite argumentos
","%s: a opção ""%s%s"" não permite um argumento
","RU,ZH_CN",LLAMA,86.33281588554382,45.99949146798487,24.79427735122722,62.5,73.63485097885132
"%s: option '%s%s' requires an argument
","%s: a opciÃ³n '%s%s' requer um argumento
","%s: a opção ""%s%s"" exige um argumento
","RU,ZH_CN",LLAMA,92.8254783153534,47.437734668961546,28.863046226018728,42.857142857142854,81.44263029098511
"%s: invalid option -- '%c'
",%s: opção inválida -- '%c',"%s: opção inválida -- ""%c""
","RU,ZH_CN",LLAMA,97.77616262435913,36.50495156132716,18.04438612975343,60.0,96.55412435531616
"%s: option requires an argument -- '%c'
",%s: a opciÃ³n requer um argumento -- '%c',"%s: a opção exige um argumento -- ""%c""
","RU,ZH_CN",LLAMA,91.90561175346375,52.76927735539998,29.167552921712726,37.5,87.53563165664673
`,`,“,"RU,ZH_CN",LLAMA,92.23871231079102,0.0,0.0,100.0,100.00003576278687
',',”,"RU,ZH_CN",LLAMA,92.9804265499115,0.0,0.0,100.0,68.19586753845215
Success,Conseguido,Sucesso,"RU,ZH_CN",LLAMA,81.35891556739807,7.518796992481204,0.0,100.0,78.32618355751038
No match,Sem coincidência,Nenhuma ocorrência do padrão,"RU,ZH_CN",LLAMA,60.812318325042725,12.514954549654385,0.0,100.0,73.05382490158081
Invalid regular expression,Ex ExpressÃ£o regular inválida,Expressão regular inválida,"RU,ZH_CN",LLAMA,62.69754767417908,74.13638138063415,31.947155212313625,66.66666666666666,83.43575596809387
Invalid collation character,Caracter de colação inválido,Caractere de combinação inválido,"RU,ZH_CN",LLAMA,69.22709345817566,54.17564791212926,18.99589214128981,50.0,92.93521642684937
Invalid character class name,Nome de classe invÃ¡lido,Nome inválido de categoria de caracteres,"RU,ZH_CN",LLAMA,61.543965339660645,19.659155315819792,11.521590992286539,66.66666666666666,76.6261100769043
Trailing backslash,barra invertida no final,Barra invertida no final,"RU,ZH_CN",LLAMA,86.51419281959534,88.61921193916163,59.460355750136046,0.0,94.89543437957764
Invalid back reference,Referência inválida para atrás dela,Retrorreferência inválida,"RU,ZH_CN",LLAMA,58.8874876499176,55.98049980999784,10.682175159905848,100.0,83.13794136047363
"Unmatched [, [^, [:, [., or [=","Desemparelhado [, [^, [:, [., 或 [=","[, [^, [:, [. ou [= sem correspondente","RU,ZH_CN",LLAMA,69.18243765830994,41.213038217610475,67.29864884660302,62.5,86.48358583450317
Unmatched ( or \(,não há correspondência (ou \(,( ou \( sem correspondente,"RU,ZH_CN",LLAMA,65.68634510040283,52.32142626629752,41.11336169005198,100.0,82.44112730026245
Unmatched \{,"Desemparelhado 
",\{ sem correspondente,"RU,ZH_CN",LLAMA,55.87686896324158,11.397321836928997,0.0,100.0,63.78009915351868
Invalid content of \{\},Contenuto invÃ¡lido de \{\},Conteúdo inválido de \{\},"RU,ZH_CN",LLAMA,87.68935203552246,56.4710869948003,61.47881529512643,50.0,82.05991387367249
Invalid range end,Fim de rango inválido,Fim de intervalo inválido,"RU,ZH_CN",LLAMA,73.84839653968811,51.1358909864269,35.35533905932737,25.0,87.37310767173767
Memory exhausted,Memória esgotada,Memória esgotada,"RU,ZH_CN",LLAMA,98.39257597923279,100.0,100.00000000000004,0.0,99.99997019767761
Invalid preceding regular expression,A expressÃ£o regular anterior é inválida,A expressão regular precedente é inválida,"RU,ZH_CN",LLAMA,88.92329335212708,52.24346352957178,19.304869754804482,33.33333333333333,87.06943988800049
Premature end of regular expression,Fim prematuro da expressão regular,Fim prematuro da expressão regular,"RU,ZH_CN",LLAMA,98.51087927818298,100.0,100.00000000000004,0.0,99.99997615814209
Regular expression too big,A expressÃ£o regular é demasiado grande,Expressão regular grande demais,"RU,ZH_CN",LLAMA,82.029789686203,45.34309010292481,9.652434877402245,100.0,75.43134093284607
Unmatched ) or \),Desemparelhado) ou \(,) ou \) sem correspondente,"RU,ZH_CN",LLAMA,51.44016146659851,26.171828101521864,32.555630133216134,80.0,73.38996529579163
