original,translated,reference,context_languages,strategy,bleu
invalid argument %s for %s,argumento %s invÃ¡lido para %s,argumento inválido %s para %s,ZH_CN,LLAMA,32.17294420803808
ambiguous argument %s for %s,argumento %s ambíguo para %s,argumento ambíguo %s para %s,ZH_CN,LLAMA,33.437015248821105
Valid arguments are:,Os argumentos válidos são:,Argumentos válidos são:,ZH_CN,LLAMA,39.76353643835252
write error,erro de escritura,erro de escrita,ZH_CN,LLAMA,55.03212081491043
Unknown system error,Erro de sistema desconhecido,Erro desconhecido de sistema,ZH_CN,LLAMA,37.99178428257963
"%s: option '%s%s' is ambiguous
",%s: a opÃªncia '%s%s' tem ambiguidade,"%s: a opção ""%s%s"" é ambígua
",ZH_CN,LLAMA,28.209929953276795
%s: option '%s%s' is ambiguous; possibilities:,%s: a opÃªncia '%s%s' é ambígua; possÃ­veis são:,"%s: a opção ""%s%s"" é ambígua; possibilidades:",ZH_CN,LLAMA,28.977907494497117
"%s: unrecognized option '%s%s'
","%s: opção '%s%s' não reconhecida
","%s: opção desconhecida ""%s%s""
",ZH_CN,LLAMA,33.932513407933634
"%s: option '%s%s' doesn't allow an argument
","%s: a opção '%s%s' não permite argumento
","%s: a opção ""%s%s"" não permite um argumento
",ZH_CN,LLAMA,37.32083238656446
"%s: option '%s%s' requires an argument
","%s: a opciÃ³n '%s%s' requer um argumento
","%s: a opção ""%s%s"" exige um argumento
",ZH_CN,LLAMA,28.863046226018728
"%s: invalid option -- '%c'
",%s: a opção invÃ¡lida -- '%c',"%s: opção inválida -- ""%c""
",ZH_CN,LLAMA,17.747405280050266
"%s: option requires an argument -- '%c'
",%s: a opciÃ³n requer um argumento -- ‘%c’,"%s: a opção exige um argumento -- ""%c""
",ZH_CN,LLAMA,29.167552921712726
`,`,“,ZH_CN,LLAMA,0.0
',',”,ZH_CN,LLAMA,0.0
Success,Conseguido,Sucesso,ZH_CN,LLAMA,0.0
No match,Sem coincidência,Nenhuma ocorrência do padrão,ZH_CN,LLAMA,0.0
Invalid regular expression,ExpresiÃ£o regular inválida,Expressão regular inválida,ZH_CN,LLAMA,55.03212081491043
Invalid collation character,Caracter de colação inválido,Caractere de combinação inválido,ZH_CN,LLAMA,18.99589214128981
Invalid character class name,Nome de classe de caracteres inválido,Nome inválido de categoria de caracteres,ZH_CN,LLAMA,20.412414523193146
Trailing backslash,barra invertida no final,Barra invertida no final,ZH_CN,LLAMA,59.460355750136046
Invalid back reference,Referência inválida para atrás,Retrorreferência inválida,ZH_CN,LLAMA,15.97357760615681
"Unmatched [, [^, [:, [., or [=","desemparelhado [, [^, [:, [., ou [=","[, [^, [:, [. ou [= sem correspondente",ZH_CN,LLAMA,72.41577342575832
Unmatched ( or \(,o //( desemparelhado,( ou \( sem correspondente,ZH_CN,LLAMA,8.745825313180626
Unmatched \{,desemparelhado {,\{ sem correspondente,ZH_CN,LLAMA,18.393972058572114
Invalid content of \{\},Contenido invÃ¡lido de \{\},Conteúdo inválido de \{\},ZH_CN,LLAMA,61.47881529512643
Invalid range end,Fim de rango inválido,Fim de intervalo inválido,ZH_CN,LLAMA,35.35533905932737
Memory exhausted,Memória insuficiente (memória agotada),Memória esgotada,ZH_CN,LLAMA,8.116697886877475
Invalid preceding regular expression,A expressÃ£o regular anterior é inválida,A expressão regular precedente é inválida,ZH_CN,LLAMA,19.304869754804482
Premature end of regular expression,Fim prematuro da expressÃ£o regular,Fim prematuro da expressão regular,ZH_CN,LLAMA,42.72870063962342
Regular expression too big,A expressão regular é excessivamente grande.,Expressão regular grande demais,ZH_CN,LLAMA,7.809849842300637
Unmatched ) or \),o ) desemparelhado,) ou \) sem correspondente,ZH_CN,LLAMA,10.122592925934278
No previous regular expression,Não há nenhuma expressÃ£o regular anterior,Nenhuma expressão regular anterior,ZH_CN,LLAMA,16.233395773754953
^[yY],^[sS],^[+1SsyY],ZH_CN,LLAMA,27.534765745159184
^[nN],^[nN não,^[-0nN],ZH_CN,LLAMA,31.947155212313625
"Packaged by %s (%s)
",Empacotado por %s (%s),"Empacotado por %s (%s)
",ZH_CN,LLAMA,100.00000000000004
"Packaged by %s
","Empacotado por %s
","Empacotado por %s
",ZH_CN,LLAMA,100.00000000000004
(C),©,(C),ZH_CN,LLAMA,0.0
"License GPLv3+: GNU GPL version 3 or later <%s>.
This is free software: you are free to change and redistribute it.
There is NO WARRANTY, to the extent permitted by law.
","Licenciamento GPLv3+: GPL da versÃ£o 3 do GNU ou posterior <%s>.
Este software é livre para ser modificado e redistribuído pelo usuário. Não há nenhuma garantia, até onde a lei permite.","Licença GPLv3+: GNU GPL versão 3 ou posterior <%s>
Este é um software livre: você é livre para alterá-lo e redistribuí-lo.
NÃO HÁ QUALQUER GARANTIA, na máxima extensão permitida em lei.
",ZH_CN,LLAMA,20.07737561829992
