original,translated,reference,context_languages,strategy,bleu
invalid argument %s for %s,argumento %s invÃ¡lido para %s,argumento inválido %s para %s,"ZH_CN,ID",LLAMA,32.17294420803808
ambiguous argument %s for %s,argumento %s ambíguo para %s,argumento ambíguo %s para %s,"ZH_CN,ID",LLAMA,33.437015248821105
Valid arguments are:,Os argumentos válidos são:,Argumentos válidos são:,"ZH_CN,ID",LLAMA,39.76353643835252
write error,erro de escritura,erro de escrita,"ZH_CN,ID",LLAMA,55.03212081491043
Unknown system error,Erro de sistema desconhecido,Erro desconhecido de sistema,"ZH_CN,ID",LLAMA,37.99178428257963
"%s: option '%s%s' is ambiguous
",%s: a opciÃ³n '%s%s' tem ambiguidade,"%s: a opção ""%s%s"" é ambígua
","ZH_CN,ID",LLAMA,28.209929953276795
%s: option '%s%s' is ambiguous; possibilities:,%s: a opciÃ³n '%s%s' tem ambiguidade; possÃ­veis:,"%s: a opção ""%s%s"" é ambígua; possibilidades:","ZH_CN,ID",LLAMA,23.70251900062618
"%s: unrecognized option '%s%s'
","%s: opção '%s%s' não reconhecida
","%s: opção desconhecida ""%s%s""
","ZH_CN,ID",LLAMA,33.932513407933634
"%s: option '%s%s' doesn't allow an argument
","%s: a opciÃ³n '%s%s' não permite argumento
","%s: a opção ""%s%s"" não permite um argumento
","ZH_CN,ID",LLAMA,27.43937845663834
"%s: option '%s%s' requires an argument
","%s: a opciÃ³n '%s%s' requer um argumento
","%s: a opção ""%s%s"" exige um argumento
","ZH_CN,ID",LLAMA,28.863046226018728
"%s: invalid option -- '%c'
",%s: a opciÃ³n invÃ¡lida -- '%c',"%s: opção inválida -- ""%c""
","ZH_CN,ID",LLAMA,17.747405280050266
"%s: option requires an argument -- '%c'
",%s: a opciÃ³n requer um argumento -- '%c',"%s: a opção exige um argumento -- ""%c""
","ZH_CN,ID",LLAMA,29.167552921712726
`,`,“,"ZH_CN,ID",LLAMA,0.0
',',”,"ZH_CN,ID",LLAMA,0.0
Success,Conseguido,Sucesso,"ZH_CN,ID",LLAMA,0.0
No match,Sem coincidência,Nenhuma ocorrência do padrão,"ZH_CN,ID",LLAMA,0.0
Invalid regular expression,Ex ExpressÃ£o regular invÃ¡lida,Expressão regular inválida,"ZH_CN,ID",LLAMA,15.97357760615681
Invalid collation character,Caracter de colaciÃ³n invÃ¡lido,Caractere de combinação inválido,"ZH_CN,ID",LLAMA,15.97357760615681
Invalid character class name,Nome da classe de caracteres inválido,Nome inválido de categoria de caracteres,"ZH_CN,ID",LLAMA,19.304869754804482
Trailing backslash,barra invertida no final,Barra invertida no final,"ZH_CN,ID",LLAMA,59.460355750136046
Invalid back reference,ReferÃªncia invÃ¡lida para atrÃ¡s,Retrorreferência inválida,"ZH_CN,ID",LLAMA,0.0
"Unmatched [, [^, [:, [., or [=",não foi possível obter estado (stat) do arquivo %s,"[, [^, [:, [. ou [= sem correspondente","ZH_CN,ID",LLAMA,0.0
Unmatched ( or \(,o //( desemparelhado,( ou \( sem correspondente,"ZH_CN,ID",LLAMA,8.745825313180626
Unmatched \{,"desemparelhado 
",\{ sem correspondente,"ZH_CN,ID",LLAMA,0.0
Invalid content of \{\},Contenido invÃ¡lido de \{\},Conteúdo inválido de \{\},"ZH_CN,ID",LLAMA,61.47881529512643
Invalid range end,Fim de rango inválido,Fim de intervalo inválido,"ZH_CN,ID",LLAMA,35.35533905932737
Memory exhausted,Memória esgotada,Memória esgotada,"ZH_CN,ID",LLAMA,100.00000000000004
Invalid preceding regular expression,A expressÃ£o regular anterior é inválida,A expressão regular precedente é inválida,"ZH_CN,ID",LLAMA,19.304869754804482
Premature end of regular expression,Fim prematuro da expressÃ£o regular,Fim prematuro da expressão regular,"ZH_CN,ID",LLAMA,42.72870063962342
Regular expression too big,A expressÃ£o regular é muito grande.,Expressão regular grande demais,"ZH_CN,ID",LLAMA,7.809849842300637
Unmatched ) or \),o ) desemparelhado,) ou \) sem correspondente,"ZH_CN,ID",LLAMA,10.122592925934278
No previous regular expression,NÃO HA UMA EXPRESSÃO REGUlAR ANTERIOR,Nenhuma expressão regular anterior,"ZH_CN,ID",LLAMA,0.0
^[yY],^[sS],^[+1SsyY],"ZH_CN,ID",LLAMA,27.534765745159184
^[nN],^[nN não,^[-0nN],"ZH_CN,ID",LLAMA,31.947155212313625
"Packaged by %s (%s)
",Empacotado por %s (%s),"Empacotado por %s (%s)
","ZH_CN,ID",LLAMA,100.00000000000004
"Packaged by %s
",Empacotado por %s,"Empacotado por %s
","ZH_CN,ID",LLAMA,100.00000000000004
(C),©,(C),"ZH_CN,ID",LLAMA,0.0
