original,translated,reference,context_languages,strategy,bleu
invalid argument %s for %s,argumento %s invÃ¡lido para %s,argumento inválido %s para %s,"ES,FR",LLAMA,32.17294420803808
ambiguous argument %s for %s,argumento %s ambíguo para %s,argumento ambíguo %s para %s,"ES,FR",LLAMA,33.437015248821105
Valid arguments are:,Os argumentos válidos são:,Argumentos válidos são:,"ES,FR",LLAMA,39.76353643835252
write error,erro de escritura,erro de escrita,"ES,FR",LLAMA,55.03212081491043
Unknown system error,Erro de sistema desconhecido,Erro desconhecido de sistema,"ES,FR",LLAMA,37.99178428257963
"%s: option '%s%s' is ambiguous
",%s: a opciÃ³n '%s%s' é ambigua,"%s: a opção ""%s%s"" é ambígua
","ES,FR",LLAMA,29.167552921712726
%s: option '%s%s' is ambiguous; possibilities:,%s: a opciÃ³n '%s%s' é ambigua; possibilidades:,"%s: a opção ""%s%s"" é ambígua; possibilidades:","ES,FR",LLAMA,29.13055375496153
"%s: unrecognized option '%s%s'
","%s: opção '%s%s' não reconhecida
","%s: opção desconhecida ""%s%s""
","ES,FR",LLAMA,33.932513407933634
"%s: option '%s%s' doesn't allow an argument
","%s: a opciÃ³n '%s%s' não permite argumento
","%s: a opção ""%s%s"" não permite um argumento
","ES,FR",LLAMA,27.43937845663834
"%s: option '%s%s' requires an argument
","%s: a opciÃ³n '%s%s' não permite argumento
","%s: a opção ""%s%s"" exige um argumento
","ES,FR",LLAMA,26.776802959776298
"%s: invalid option -- '%c'
",%s: opção inválida -- '%c',"%s: opção inválida -- ""%c""
","ES,FR",LLAMA,18.04438612975343
"%s: option requires an argument -- '%c'
",%s: a opciÃ³n requer um argumento -- '%c',"%s: a opção exige um argumento -- ""%c""
","ES,FR",LLAMA,29.167552921712726
`,`,“,"ES,FR",LLAMA,0.0
',',”,"ES,FR",LLAMA,0.0
Success,Conseguido,Sucesso,"ES,FR",LLAMA,0.0
No match,Sem coincidência,Nenhuma ocorrência do padrão,"ES,FR",LLAMA,0.0
Invalid regular expression,Ex ExpressÃ£o regular inválida,Expressão regular inválida,"ES,FR",LLAMA,31.947155212313625
Invalid collation character,Caracter de colação inválido,Caractere de combinação inválido,"ES,FR",LLAMA,18.99589214128981
Invalid character class name,Nome da classe de caracteres inválido,Nome inválido de categoria de caracteres,"ES,FR",LLAMA,19.304869754804482
Trailing backslash,barra invertida ao final,Barra invertida no final,"ES,FR",LLAMA,18.99589214128981
Invalid back reference,Referência hacia atrás inválida,Retrorreferência inválida,"ES,FR",LLAMA,15.97357760615681
