original,translated,reference,context_languages,strategy,comet,chrf,bleu,ter,bertscore
Could not read from CD.,Tenha por favor lido do CD.,Não foi possível ler as informações do CD.,"ID,VI",LLAMA,44.65644657611847,19.91962533616895,18.370727471078336,75.0,77.73904800415039
Could not open CD device for reading.,Tenha em mente abrir o dispositivo de CD para leitura.,Não foi possível abrir o dispositivo de CD para leitura.,"ID,VI",LLAMA,74.27933812141418,69.94955648245042,67.86502681586727,30.0,90.27080535888672
Disc is not an Audio CD.,Cakram bukan CD Audio.,O disco não é um CD de áudio.,"ID,VI",LLAMA,70.45664191246033,16.02757609585423,5.70796903405875,87.5,79.78289127349854
Could not open DVD,Tenha em mente abrir o DVD,Não foi possível abrir o DVD,"ID,VI",LLAMA,69.88248229026794,35.698305213939705,30.213753973567677,50.0,80.82056045532227
Could not open DVD title %d,Tenha em mente abrir o título do DVD %d.,Não foi possível abrir o título %d do DVD,"ID,VI",LLAMA,56.438249349594116,41.273071453548276,20.504572236241867,55.55555555555556,83.21767449378967
Failed to go to chapter %d of DVD title %d,Gagal pergi ke bab %d dari judul DVD %d,Falha ao avançar para o capítulo %d do título %d do DVD,"ID,VI",LLAMA,72.38627672195435,15.83460663077052,8.533010071785773,83.33333333333334,78.79042029380798
Could not open DVD title %d. Interactive titles are not supported by this element,Tá com certeza para abrir o título do DVD %d. O título interativo não é suportado por este elemento.,Não foi possível abrir o título %d do DVD. Não há suporte a títulos interativos por este elemento,"ID,VI",LLAMA,70.96737027168274,48.829789520089946,13.924499401499876,77.77777777777779,85.33251881599426
Could not read DVD. This may be because the DVD is encrypted and a DVD decryption library is not installed.,Tenha de ler o DVD. Isso acontece porque o DVD possui criptografia e ferramentas para descriptografar discos não estão instaladas.,Não foi possível ler o DVD. O motivo pode ser que o DVD está criptografado e uma biblioteca de descriptografia de DVD não está instalada.,"ID,VI",LLAMA,74.93515610694885,41.14689936306167,11.640263522456152,72.0,84.96965765953064
Could not read DVD.,Tá aí para ler o DVD.,Não foi possível ler o DVD.,"ID,VI",LLAMA,64.25430178642273,36.82960398030477,41.11336169005198,50.0,82.5227439403534
This stream contains no data.,Arus ini não contém dados.,Este fluxo não contém dados.,"ID,VI",LLAMA,86.94292902946472,61.13895808254026,50.81327481546149,40.0,83.6692214012146
