file,num_segments,context_languages,strategy,comet,chrf,bleu,ter,bertscore
libiconv-1.17-pre1.pt_BR.nllb.csv,39,nan,nllb,nan,65.01535223759166,46.44046078025023,45.39249146757679
libiconv-1.17-pre1.pt_BR.llama.ctx-0.po.meta.csv,44,nan,LLAMA,80.14725229956888,46.70900445168116,25.004274008612935,67.91011631737439,84.4148496335203
libiconv-1.17-pre1.pt_BR.llama.ctx-1.de.po.meta.csv,44,DE,LLAMA,80.67280575633049,50.52891888873526,28.062260481741212,63.94506601251469,84.73157706585798
libiconv-1.17-pre1.pt_BR.llama.ctx-1.es.po.meta.csv,44,ES,LLAMA,83.1977058540691,58.5594096165473,36.28378527572375,52.887291309212124,88.4047803553668
libiconv-1.17-pre1.pt_BR.llama.ctx-1.fr.po.meta.csv,44,FR,LLAMA,84.46737094358964,60.087064621572374,35.48931094690661,51.914929929959264,88.82715729149905
libiconv-1.17-pre1.pt_BR.llama.ctx-1.id.po.meta.csv,44,ID,LLAMA,79.28576388142325,46.3145130879093,26.0819593139107,70.74764128833044,85.72292287241329
libiconv-1.17-pre1.pt_BR.llama.ctx-1.ru.po.meta.csv,44,RU,LLAMA,79.07676927068017,49.623216623983666,28.623568712145616,66.56048680058944,84.7995938225226
libiconv-1.17-pre1.pt_BR.llama.ctx-1.vi.po.meta.csv,44,VI,LLAMA,76.43932022831656,42.54079276876231,25.67827157986951,69.0747943405568,83.26781635934657
libiconv-1.17-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta.csv,44,ZH_CN,LLAMA,80.20156039433046,49.33032297226628,26.541159906459907,62.812073679009174,84.52837074344808
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-es.po.meta.csv,44,"ES,DE",LLAMA,83.26158361001448,58.05843942522158,34.62306117911263,53.513129709977214,87.95281553810293
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-fr.po.meta.csv,44,"FR,DE",LLAMA,83.45673659985715,58.24093328302556,35.53326512564432,56.323602065904126,88.18059834566984
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-id.po.meta.csv,44,"ID,DE",LLAMA,79.89325103434649,50.50268127419877,29.237586265834363,67.04420437008415,86.75550642338666
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-ru.po.meta.csv,44,"RU,DE",LLAMA,80.39700612425804,49.93931393183168,28.677632056039513,65.98646181124187,85.20564504645087
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-vi.po.meta.csv,44,"VI,DE",LLAMA,76.46011994643645,44.77240621037175,28.029162883359106,67.85858956130218,83.18877911025828
libiconv-1.17-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta.csv,44,"ZH_CN,DE",LLAMA,80.52637577056885,52.271651825520166,29.289698499560583,63.53660798308892,85.1785659790039
libiconv-1.17-pre1.pt_BR.llama.ctx-2.es-fr.po.meta.csv,44,"FR,ES",LLAMA,84.54037254506892,59.96731698445843,37.580538025507956,52.41533230536164,88.8533426956697
libiconv-1.17-pre1.pt_BR.llama.ctx-2.es-id.po.meta.csv,44,"ES,ID",LLAMA,84.95887836272067,60.52962025315494,35.68862117201367,54.92751709027369,89.28248977119273
libiconv-1.17-pre1.pt_BR.llama.ctx-2.es-ru.po.meta.csv,44,"RU,ES",LLAMA,82.36097937280482,57.19188439004094,34.39403810446561,57.28283243312569,87.48205575076017
libiconv-1.17-pre1.pt_BR.llama.ctx-2.es-vi.po.meta.csv,44,"VI,ES",LLAMA,80.94324361194263,52.807761451145346,33.23551441304616,58.36960957745416,85.58069210160862
libiconv-1.17-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta.csv,44,"ZH_CN,ES",LLAMA,84.56422347914089,58.908449667731404,35.888037925286255,50.933282870599584,87.77226169000973
libiconv-1.17-pre1.pt_BR.llama.ctx-2.fr-id.po.meta.csv,44,"FR,ID",LLAMA,84.83376733281396,60.111161127641054,35.615804188718386,53.394785200137115,89.16516561399807
libiconv-1.17-pre1.pt_BR.llama.ctx-2.fr-ru.po.meta.csv,44,"RU,FR",LLAMA,82.65282660722733,56.57782914715037,32.694939303332575,56.20539630620276,87.204933301969
libiconv-1.17-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta.csv,44,"FR,VI",LLAMA,83.79342555999756,57.16060402857999,33.9246793910903,54.095454683797804,87.99225010655142
libiconv-1.17-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta.csv,44,"ZH_CN,FR",LLAMA,83.5047575560483,56.70493170200445,34.441155148304915,54.43257011805399,87.92996528473768
libiconv-1.17-pre1.pt_BR.llama.ctx-2.id-ru.po.meta.csv,44,"RU,ID",LLAMA,81.30776475776325,54.37863717648998,30.87304559998461,62.13055456273932,86.14597008986907
libiconv-1.17-pre1.pt_BR.llama.ctx-2.id-vi.po.meta.csv,44,"VI,ID",LLAMA,79.35279384255409,47.77033671802624,27.67603854600802,66.53930604260518,85.20073863593015
libiconv-1.17-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta.csv,44,"ZH_CN,ID",LLAMA,81.04465915398164,51.89602370746074,30.75080775496027,61.831368370957826,86.80007539012216
libiconv-1.17-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta.csv,44,"RU,VI",LLAMA,79.46041456677698,48.32738360519741,29.864788278892174,62.854801804581854,85.0059766661037
libiconv-1.17-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta.csv,44,"ZH_CN,RU",LLAMA,81.06922615658154,52.13908185379141,30.945507482834497,58.83703580551089,86.00874163887717
libiconv-1.17-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta.csv,44,"ZH_CN,VI",LLAMA,80.41372373700142,49.77775935738071,29.779339539788918,62.094832912281596,85.31535118818283
