file,num_segments,context_languages,strategy,comet,chrf,bleu,ter,bertscore
nano-8.4-pre1.pt_BR.nllb.csv,596,nan,nllb,nan,56.721650360051946,38.950173105167295,56.3563926113727
nano-8.4-pre1.pt_BR.llama.ctx-0.po.meta.csv,614,nan,LLAMA,75.54759313306901,44.463537715526975,27.149679432012405,69.58257009155906,83.14709562432105
nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta.csv,614,DE,LLAMA,77.16742404509057,47.11804221025246,29.14991159643057,66.85576072350185,84.00010312224832
nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta.csv,614,ES,LLAMA,77.56738819012037,48.615980929344985,30.61333652515761,64.98360166230427,84.68999386027892
nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta.csv,614,FR,LLAMA,77.13951619906224,47.282656238030775,29.956863456940138,67.93501528911874,84.21911935076263
nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta.csv,614,ID,LLAMA,74.6831700254341,42.897140964902654,26.14716169915829,70.4137038635797,82.84170098529965
nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta.csv,614,RU,LLAMA,75.67921209510064,43.59160608681145,26.59586627965087,70.44669387875737,83.11555153578034
nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta.csv,614,VI,LLAMA,74.76539891395196,40.995658110427364,24.767739183797456,73.57769332203961,82.34823372348512
nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta.csv,614,ZH_CN,LLAMA,76.29240915810246,45.24590582902145,26.918784455727746,69.20711681979138,83.20181579465587
nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta.csv,614,"DE,ES",LLAMA,77.25486128260336,47.55046634770483,29.826567464904876,66.41185724548366,84.17766788300939
nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta.csv,614,"DE,FR",LLAMA,76.94408515959687,46.838952148051575,29.187250021715695,67.46716199637861,84.04171243552665
nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta.csv,614,"DE,ID",LLAMA,76.89791148959232,46.20509966302545,29.308142426320323,67.45305222313037,83.97394106131811
nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta.csv,614,"RU,DE",LLAMA,76.65405145782601,45.988926279242,28.22237789805684,67.89493329701277,83.7286489842769
nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta.csv,614,"DE,VI",LLAMA,76.62939544803545,46.02786364448123,28.738502679849564,67.82428754224455,83.72248943154898
nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta.csv,614,"DE,ZH_CN",LLAMA,77.21713734760347,46.988246611345254,28.587887409943107,68.17156000645898,83.84371925060447
nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta.csv,614,"FR,ES",LLAMA,77.42297455716988,48.241314410073464,30.520692473625605,66.1591797215798,84.44740793604028
nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta.csv,614,"ES,ID",LLAMA,77.59838551768263,48.86038659766557,30.793492678561215,64.89566149108587,84.80633112817323
nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta.csv,614,"RU,ES",LLAMA,76.08205455230967,44.655639607499246,27.46168927046595,68.7605918298711,83.54783927967183
nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta.csv,614,"VI,ES",LLAMA,75.51668812960678,42.81952059797206,26.60024527726853,71.06725996564151,83.19377757439008
nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta.csv,614,"ZH_CN,ES",LLAMA,77.02141757993823,46.46324862657332,28.203566531458005,67.68829113199527,83.87944223632253
nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta.csv,614,"FR,ID",LLAMA,76.75454195236927,46.36500005118024,29.248626320052747,67.78052098762736,84.06328586103085
nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta.csv,614,"VI,FR",LLAMA,74.31565070773568,40.53511748848025,25.459154555582945,72.89490336697827,82.47021801696927
nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta.csv,614,"ZH_CN,FR",LLAMA,76.53461724325578,45.48711004941026,27.55400635621698,68.79002562350291,83.48324293034085
nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta.csv,614,"RU,ID",LLAMA,75.4249756615791,43.045766042251635,27.290948873365625,69.8670815021758,83.14659080986868
nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta.csv,614,"VI,ID",LLAMA,74.08473858615862,39.726811301026736,24.212668039551634,73.35729628114211,82.30571976896218
nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta.csv,614,"ZH_CN,ID",LLAMA,76.30392952248793,44.19501973151677,26.397533897811215,69.66402308656085,83.25084102270269
nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta.csv,614,"RU,VI",LLAMA,75.29058646689798,42.799993835648046,26.429611606758336,71.54765410472552,83.07664166250136
nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta.csv,614,"RU,ZH_CN",LLAMA,76.00453862441091,44.684508173257605,27.27628613740816,70.06968401111921,83.42037904728507
nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta.csv,614,"ZH_CN,VI",LLAMA,76.10860067489482,43.91473532895314,25.53357335037842,70.3966068524675,83.04018551052975
