Could not read from CD.	Não consegui ler do CD.
Could not open CD device for reading.	Não conseguiu abrir o CD para leitura.
Disc is not an Audio CD.	O disco não é um CD de áudio.
Could not open DVD	Não conseguiu abrir o DVD
Could not open DVD title %d	Não conseguiu abrir o título do DVD %d.
Failed to go to chapter %d of DVD title %d	Não conseguiu ir ao capítulo %d do título do DVD %d.
Could not open DVD title %d. Interactive titles are not supported by this element	Não conseguiu abrir o título do DVD %d. Os títulos interativos não são suportados por este elemento
Could not read DVD. This may be because the DVD is encrypted and a DVD decryption library is not installed.	Pode ser porque o DVD está criptografado e uma biblioteca de desciframento de DVD não está instalada.
Could not read DVD.	Não consegui ler o DVD.
This stream contains no data.	Este fluxo não contém dados.
