OpenCV failed to load template image	O OpenCV não conseguiu carregar a imagem de modelo do modelo
Could not read title information for DVD.	Não conseguiu ler as informações do título para o DVD.
Failed to open DVD device '%s'.	Não conseguiu abrir o dispositivo de DVD '%s'.
Failed to set PGC based seeking.	Não conseguiu definir a busca baseada em PGC.
Could not read DVD. This may be because the DVD is encrypted and a DVD decryption library is not installed.	Pode ser porque o DVD está criptografado e uma biblioteca de desciframento de DVD não está instalada.
Could not read DVD.	Não consegui ler o DVD.
This file contains no playable streams.	Este arquivo não contém fluxos jogáveis.
Could not open sndfile stream for reading.	Não conseguiu abrir o fluxo de sndfile para leitura.
Generated file has a larger preroll time than its streams duration	O arquivo gerado tem um tempo de pré-rol maior do que a duração de seus fluxos.
Missing element '%s' - check your GStreamer installation.	Falta o elemento '%s' - verifique sua instalação do GStreamer.
File location is set to NULL, please set it to a valid filename	O local do arquivo é definido como NULL, por favor, configure-o para um nome de arquivo válido.
Digitalzoom element couldn't be created	O elemento Digitalzoom não poderia ser criado
Subpicture format was not configured before data flow	O formato da imagem não foi configurado antes do fluxo de dados.
Failed to get fragment URL.	Não conseguiu obter um URL fragmentado.
Couldn't download fragments	Não conseguiu baixar fragmentos
Internal data stream error.	Erro de fluxo de dados interno.
Device "%s" does not exist.	O dispositivo "%s" não existe.
Could not open frontend device "%s".	Não conseguiu abrir o dispositivo frontend "%s".
Could not get settings from frontend device "%s".	Não conseguiu obter configurações do dispositivo frontend "%s".
Cannot enumerate delivery systems from frontend device "%s".	Não pode enumerar sistemas de entrega do dispositivo frontend "%s".
Could not open file "%s" for reading.	Não conseguiu abrir o arquivo "%s" para leitura.
Couldn't find channel configuration file	Não conseguiu encontrar o arquivo de configuração do canal.
Couldn't load channel configuration file: '%s'	Não conseguiu carregar o arquivo de configuração do canal: '%s'
Couldn't find details for channel '%s'	Não conseguiu encontrar detalhes para o canal '%s'
No properties for channel '%s'	Não há propriedades para o canal '%s'
Failed to set properties for channel '%s'	Não conseguiu definir propriedades para o canal '%s'
Couldn't find channel configuration file: '%s'	Não conseguiu encontrar o arquivo de configuração do canal: '%s'
Channel configuration file doesn't contain any channels	O arquivo de configuração do canal não contém quaisquer canais
