a number between 0 and 1	Um número entre 0 e 1
in the form "<name> <value>"	na forma "<name> <value>"
string	Uma cadeia de cordas
integer	Um número inteiro
boolean	O booleano
list	lista lista lista
either "true" or "false"	seja "verdadeiro" ou "falso"
a positive integer	um número inteiro positivo
# default:	# padrão:
#######################################################################	#############################################################################################################################
#	# #
# Filter: %s	Filtro: %s #
#   %s	#%s #%s
#	# #
# configured as follows:	configurado da seguinte forma: #
ASPELL_CONF env var	ASPELL_CONF env var
main configuration file	O arquivo de configuração principal
location of main configuration file	localização do arquivo de configuração principal
location of language data files	localização de arquivos de dados de linguagem localização de arquivos de dados de linguagem
create dictionary aliases	criar pseudônimos de dicionário
location of the main word list	localização da lista de palavras principais
encoding to expect data to be in	codificação para esperar que os dados estejam em
add or removes a filter	adicionar ou remover um filtro
path(s) aspell looks for filters	paths) aspell procura filtros
filter mode	Modo de filtro
extra dictionaries to use	dicionários extra para usar
location for personal files	localização para arquivos pessoais
ignore words <= n chars	Ignore palavras <= n caracteres
ignore accents when checking words -- CURRENTLY IGNORED	Ignore acentos ao verificar palavras -- CURRENTemente IGNORADAS
ignore case when checking words	Ignore o caso ao verificar as palavras.
ignore commands to store replacement pairs	Ignore os comandos para armazenar pares de substituição.
extra information for the word list	Informações adicionais para a lista de palavras
keyboard definition to use for typo analysis	definição de teclado a usar para análise de erros de digitação
language code	Código de linguagem de código
deprecated, use lang instead	deprecated, use lang em vez de deprecated
location of local language data files	localização de arquivos de dados de linguagem local
base name of the main dictionary to use	Nome de base do dicionário principal a usar
set module name	Nome do módulo de módulo conjunto conjunto
search order for modules	pesquisa de ordem de módulos
enable Unicode normalization	possibilitar a normalização do Unicode
Unicode normalization required for current lang	A normalização do Unicode necessária para o lang atual
Unicode normalization form: none, nfd, nfc, comp	Forma de normalização de Unicode: none, nfd, nfc, comp.
avoid lossy conversions when normalization	Evitar conversões perdidas quando se normaliza
personal configuration file	Arquivo de configuração pessoal
personal dictionary file name	dicionário personal dictionary file name
prefix directory	diretório de prefixos prefixo
replacements list file name	Lista de substituições nome de arquivo 
consider run-together words legal	run-together words legal consider legal consider
maximum number that can be strung together	Número máximo que pode ser amarrado
minimal length of interior words	comprimento mínimo de palavras interiores
consider camel case words legal	As palavras em caso de camelo consideram-se legais.
save replacement pairs on save all	save replacement pairs on save all
set the prefix based on executable location	Definir o prefixo baseado em localização executável
size of the word list	tamanho da lista de palavras
no longer used	Não é mais usado
suggestion mode	Modo de sugestão
use typo analysis, override sug-mode default	Análise de erros de digitação, sobreposição sug-mode padrão use
use replacement tables, override sug-mode default	Replacement tables, override sug-mode use default
characters to insert when a word is split	caracteres para inserir quando uma palavra é dividida
use personal, replacement & session dictionaries	dicionários pessoais, de substituição e uso de sessões
search path for word list information files	caminho de busca de arquivos de informações de lista de palavras
enable warnings	possibilitar advertências
indicator for affix flags in word lists -- CURRENTLY IGNORED	Indicador para bandeiras de afixamento em listas de palavras -- CURRENTemente ignorado
use affix compression when creating dictionaries	Use a compressão de afixos ao criar dicionários
remove invalid affix flags	remover bandeiras afixadas inválidas
attempts to clean words so that they are valid	tentativas de limpar as palavras para que sejam válidas
compute soundslike on demand rather than storing	Compute soundslike on demand em vez de armazenar
partially expand affixes for better suggestions	partially expand affixes for better suggestions
skip invalid words	Palavras inválidas saltar palavras inválidas
check if affix flags are valid	Verifique se as bandeiras de afixamento são válidas
check if words are valid	Verifique se as palavras são válidas
create a backup file by appending ".bak"	criar um arquivo de backup adicionando ".bak"
use byte offsets instead of character offsets	Use offsets de byte em vez de offsets de caracteres
create missing root/affix combinations	criar combinações de raiz/afixamento faltantes
keymapping for check mode: "aspell" or "ispell"	Keymapping for check mode: "aspell" ou "ispell"
reverse the order of the suggest list	Inversar a ordem da lista de sugestões
suggest possible replacements	Sugir possíveis substituições
time load time and suggest time in pipe mode	Tempo de carga e tempo de sugestão em modo de tubo
This could also mean that the file "%s" could not be opened for reading or does not exist.	Isso também pode significar que o arquivo "%s" não pode ser aberto para leitura ou não existe.
The Unicode code point U+%04X is unsupported.	O ponto de código Unicode U+%04X não é suportado.
Invalid UTF-8 sequence at position %ld.	Sequência UTF-8 inválida na posição %ld.
Operation Not Supported: %what:1	Operação não suportada: %what:1
The method "%what:1" is unimplemented in "%where:2".	O método "%what:1" não é implementado em "%where:2".
%file:1:	%file:1: %file:
The file "%file:1" can not be opened	O arquivo "%file:1" não pode ser aberto
The file "%file:1" can not be opened for reading.	O arquivo "%file:1" não pode ser aberto para leitura.
The file "%file:1" can not be opened for writing.	O arquivo "%file:1" não pode ser aberto para escrita.
The file name "%file:1" is invalid.	O nome do arquivo "%file:1" é inválido.
The file "%file:1" is not in the proper format.	O arquivo "%file:1" não está no formato adequado.
The directory "%dir:1" can not be opened for reading.	O diretório "%dir:1" não pode ser aberto para leitura.
The key "%key:1" is unknown.	A chave "%key:1" é desconhecida.
The value for option "%key:1" can not be changed.	O valor da opção "%key:1" não pode ser alterado.
The key "%key:1" is not %accepted:2 and is thus invalid.	A chave "%key:1" não é %accepted:2 e, portanto, é inválida.
The value "%value:2" is not %accepted:3 and is thus invalid for the key "%key:1".	O valor "%value:2" não é %acceptado:3 e, portanto, é inválido para a chave "%key:1".
The key "%key:1" is not a string.	A chave "%key:1" não é uma cadeia.
The key "%key:1" is not an integer.	A chave "%key:1" não é um número inteiro.
The key "%key:1" is not a boolean.	A chave "%key:1" não é um booleano.
The key "%key:1" is not a list.	A chave "%key:1" não é uma lista.
The key "%key:1" does not take any parameters when prefixed by a "reset-".	A chave "%key:1" não assume nenhum parâmetro quando prefixada por um "reset-".
The key "%key:1" does not take any parameters when prefixed by an "enable-".	A chave "%key:1" não assume nenhum parâmetro quando prefixada por um "enable-".
The key "%key:1" does not take any parameters when prefixed by a "dont-" or "disable-".	A chave "%key:1" não assume nenhum parâmetro quando prefixada por um "dont-" ou "disable-".
The key "%key:1" does not take any parameters when prefixed by a "clear-".	A chave "%key:1" não assume nenhum parâmetro quando prefixada por um "clear-".
The language "%lang:1" is not known.	A linguagem "%lang:1" não é conhecida.
The soundslike "%sl:2" is not known.	O som "%sl:2" não é conhecido.
The language "%lang:1" is not supported.	A linguagem "%lang:1" não é suportada.
No word lists can be found for the language "%lang:1".	Nenhuma lista de palavras pode ser encontrada para a linguagem "%lang:1".
Expected language "%lang:1" but got "%prev:2".	Esperado idioma "%lang:1" mas recebeu "%prev:2".
Affix '%aff:1' is corrupt.	O afixo '%aff:1' é corrupto.
The condition "%cond:1" is invalid.	A condição "%cond:1" é inválida.
The condition "%cond:1" does not guarantee that "%strip:2" can always be stripped.	A condição "%cond:1" não garante que "%strip:2" sempre possa ser despojado.
The file "%file:1" is not in the proper format. Expected the file to be in "%exp:2" not "%got:3".	O arquivo "%file:1" não está no formato adequado. Esperava-se que o arquivo estivesse em "%exp:2" e não em "%got:3".
The encoding "%encod:1" is not known.	A codificação "%encod:1" não é conhecida.
The encoding "%encod:1" is not supported.	A codificação "%encod:1" não é suportada.
The conversion from "%encod:1" to "%encod2:2" is not supported.	A conversão de "%encod:1" para "%encod2:2" não é suportada.
The string "%str:1" is invalid.	A cadeia "%str:1" é inválida.
The word "%word:1" is invalid.	A palavra "%word:1" é inválida.
The affix flag '%aff:1' is invalid for word "%word:2".	A bandeira afetiva '%aff:1' é inválida para a palavra "%word:2".
The affix flag '%aff:1' can not be applied to word "%word:2".	A bandeira afetiva '%aff:1' não pode ser aplicada à palavra "%word:2".
not a version number	Não é um número de versão.
dlopen returned "%return:1".	dlopen retornou "%return:1".
The file "%filter:1" does not contain any filters.	O arquivo "%filter:1" não contém filtros.
The filter "%filter:1" does not exist.	O filtro "%filter:1" não existe.
Confused by version control.	Confuso pelo controle de versão.
Aspell version does not match filter's requirement.	A versão de ortografia não corresponde ao requisito do filtro.
Filter option already exists.	A opção de filtro já existe.
Use option modifiers only within named option.	Use os modificadores da opção apenas dentro da opção nomeada.
Option modifier unknown.	Modificador de opção desconhecido.
Error setting filter description.	Descrição do filtro de configuração de erro.
Empty option specifier.	Especificador de opções vazias.
Option "%option:1" possibly specified prior to filter.	Opção "%option:1" possivelmente especificada antes de filtrar.
Unknown mode description key "%key:1".	Chave de descrição de modo desconhecido "%key:1".
Expecting "%modekey:1" key.	Esperando a chave "%modekey:1".
Version specifier missing key: "aspell".	Especificador de versão falta chave: "aspell".
Aspell version does not match mode's requirement.	A versão de ortografia não corresponde aos requisitos do modo.
Missing magic mode expression.	Falta expressão de modo mágico.
Empty extension at char %char:1.	Extensão vazia em char %char:1.
"%mode:1" error	Erro "%mode:1"
Unknown mode: "%mode:1".	Modo desconhecido: "%mode:1".
"%mode:1" error while extend Aspell modes. (out of memory?)	Erro "%mode:1" ao estender os modos Aspell. (fora de memória?)
"%mode:1": no start for magic search given for magic "%magic:2".	"%mode:1": não há início para pesquisa mágica dada para magia "%magic:2".
"%mode:1": no range for magic search given for magic "%magic:2".	"%mode:1": nenhum alcance para pesquisa mágica dado para magia "%magic:2".
"%mode:1": no magic expression available for magic "%magic:2".	"%mode:1": não há expressão mágica disponível para magia "%magic:2".
"%mode:1": Magic "%magic:2": bad regular expression after location specifier; regexp reports: "%regerr:3".	"%mode:1": Magia "%magic:2": má expressão regular após especificação de localização; regexp relata: "%regerr:3".
"%expression:1" is not a valid regular expression.	"%expression:1" não é uma expressão regular válida.
Unhandled Error:	Erro Unhandled:
Error: %s	Erro: %s
Error:	Erro:
enter Email mode.	Modo de e-mail. Enter.
enter HTML mode.	Modo HTML. entrar no modo HTML.
enter TeX mode.	Entre no modo TeX.
enter Nroff mode.	Entre no modo Nroff.
enter Markdown mode.	Entrar no modo Markdown.
Invalid Option: %s	Opção inválida: %s
'%s' does not take any parameters.	'%s' não assume nenhum parâmetro.
You must specify a parameter for "%s".	Você deve especificar um parâmetro para "%s".
You must specify an action	Você deve especificar uma ação
Unknown Action: %s	Ação desconhecida: %s
Error: You must specify at least %d parameters for "%s".	Erro: Você deve especificar pelo menos os parâmetros %d para "%s".
Invalid Input	Invalida de entrada
WARNING: Unable to enter Nroff mode: %s	AVISO: Incapaz de entrar no modo Nroff: %s
Time to load word list:	Tempo para carregar lista de palavras:
Suggestion Time: %f	Tempo de sugestão: %f
You must specify a file name.	Você deve especificar um nome de arquivo.
Only one file name may be specified.	Apenas um nome de arquivo pode ser especificado.
Could not open the file "%s" for reading	Não conseguiu abrir o arquivo "%s" para leitura
Invalid keymapping: %s	Keymapping inválido: %s
"%s" is not a regular file	"%s" não é um arquivo normal
