invalid argument %s for %s	Argumento inválido %s para %s
ambiguous argument %s for %s	argumento ambíguo %s para %s
Valid arguments are:	Os argumentos válidos são:
write error	erro de escrever  write error
Unknown system error	Erro de sistema desconhecido
%s: option '%s%s' is ambiguous	%s: a opção '%s%s' é ambígua
%s: option '%s%s' is ambiguous; possibilities:	%s: a opção '%s%s' é ambígua; possibilidades:
%s: unrecognized option '%s%s'	%s: opção não reconhecida '%s%s'
%s: option '%s%s' doesn't allow an argument	%s: a opção '%s%s' não permite um argumento
%s: option '%s%s' requires an argument	%s: a opção '%s%s' requer um argumento
%s: invalid option -- '%c'	%s: opção inválida -- '%c'
%s: option requires an argument -- '%c'	%s: a opção requer um argumento -- '%c'
`	Não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não.
'	' '
Success	Sucesso
No match	Não há correspondência
Invalid regular expression	Expressão regular inválida
Invalid collation character	Características de collação inválidas
Invalid character class name	Nome de classe de caracteres inválido
Trailing backslash	Trailing backslash
Invalid back reference	Referência de volta inválida
Unmatched [, [^, [:, [., or [=	Incomparáveis [, [^, [:, [., ou [=]
Unmatched ( or \(	Inigualável (ou \()
Unmatched \{	Sem igual \{ Unmatched \{ Unmatched \{ Unmatched \{ Unmatched \{ Unmatched \{
Invalid content of \{\}	Conteúdo inválido de \{\}
Invalid range end	Range end inválido 
Memory exhausted	Memória exausta
Invalid preceding regular expression	Invalid preceding regular expression
Premature end of regular expression	Fim prematuro da expressão regular
Regular expression too big	Expressão regular muito grande
Unmatched ) or \)	Inigualável ) ou \) 
No previous regular expression	Nenhuma expressão regular anterior
^[yY]	↑[yY]
^[nN]	↑[n]
Packaged by %s (%s)	Embalado por %s (%s)
Packaged by %s	Embalado por %s
(C)	(C)
License GPLv3+: GNU GPL version 3 or later <%s>.	Licença GPLv3+: GNU GPL versão 3 ou posterior <%s>.
This is free software: you are free to change and redistribute it.	Este é um software livre: você é livre para alterá-lo e redistribuí-lo.
There is NO WARRANTY, to the extent permitted by law.	Não há garantia, na medida em que a lei o permite.
Written by %s.	Escrito por %s.
Written by %s and %s.	Escrito por %s e %s.
Written by %s, %s, and %s.	Escrito por %s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
and %s.	%s. e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, and %s.	%s, e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, and %s.	%s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, and %s.	%s, %s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
and %s.	%s. e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
%s, and %s.	%s, e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
%s, %s, and others.	%s, %s e outros.
Report bugs to: %s	Report bugs to: %s
Report %s bugs to: %s	Relate bugs de %s para: %s
%s home page: <%s>	Página inicial do %s: <%s>
General help using GNU software: <%s>	Ajuda geral usando o software GNU: <%s>
memory exhausted	Memória exausta
Disk Image	Imagem de disco
Error opening %s: %s	Erro de abertura de %s: %s
Unable to open %s read-write (%s).  %s has been opened read-only.	Incapaz de abrir a leitura-escrita de %s (%s). %s foi aberto somente para leitura.
%s during seek for read on %s	%s durante a pesquisa de leitura em %s
%s during read on %s	%s durante a leitura em %s
Can't write to %s, because it is opened read-only.	Não pode escrever para %s, porque está aberto somente para leitura.
%s during seek for write on %s	%s durante a busca por escrever em %s
%s during write on %s	%s durante a escrita em %s
Try `%s --help' for more information.	Tente `%s --help' para mais informações.
