invalid argument %s for %s	Argumento inválido %s para %s
ambiguous argument %s for %s	argumento ambíguo %s para %s
Valid arguments are:	Os argumentos válidos são:
ARGP_HELP_FMT: %s value is less than or equal to %s	ARGP_HELP_FMT: o valor de %s é menor ou igual a %s
%.*s: ARGP_HELP_FMT parameter requires a value	%.*s: O parâmetro ARGP_HELP_FMT requer um valor.
%.*s: Unknown ARGP_HELP_FMT parameter	%.*s: Parâmetro desconhecido de ARGP_HELP_FMT
Garbage in ARGP_HELP_FMT: %s	Garbage in ARGP_HELP_FMT: %s
Mandatory or optional arguments to long options are also mandatory or optional for any corresponding short options.	Argumentos obrigatórios ou opcionais para opções longas também são obrigatórios ou opcionais para quaisquer opções curtas correspondentes.
Usage:	Usage:
or:	ou:
[OPTION...]	[OPÇÃO...]
Try '%s --help' or '%s --usage' for more information.	Tente '%s --help' ou '%s --usage' para mais informações.
Report bugs to %s.	Relate bugs a %s.
Unknown system error	Erro de sistema desconhecido
give this help list	Dê esta lista de ajuda
give a short usage message	Dê uma mensagem de uso curta
NAME	NAME NAME
set the program name	Definir o nome do programa
SECS	SECS SECS
hang for SECS seconds (default 3600)	pendurado por segundos SECS (default 3600)
print program version	Versão do programa de impressão
(PROGRAM ERROR) No version known!?	(ERRO DE PROGRAMA) Nenhuma versão conhecida!?
%s: Too many arguments	%s: Demasiados argumentos
(PROGRAM ERROR) Option should have been recognized!?	(ERRO DE PROGRAMA) A opção deveria ter sido reconhecida!?
write error	erro de escrever  write error
%s: option '%s%s' is ambiguous	%s: a opção '%s%s' é ambígua
%s: option '%s%s' is ambiguous; possibilities:	%s: a opção '%s%s' é ambígua; possibilidades:
%s: unrecognized option '%s%s'	%s: opção não reconhecida '%s%s'
%s: option '%s%s' doesn't allow an argument	%s: a opção '%s%s' não permite um argumento
%s: option '%s%s' requires an argument	%s: a opção '%s%s' requer um argumento
%s: invalid option -- '%c'	%s: opção inválida -- '%c'
%s: option requires an argument -- '%c'	%s: a opção requer um argumento -- '%c'
memory exhausted	Memória exausta
unable to record current working directory	incapaz de gravar o diretório de trabalho atual
failed to return to initial working directory	Falhou em retornar ao diretório de trabalho inicial
`	Não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não.
'	' '
^[yY]	↑[yY]
^[nN]	↑[n]
Packaged by %s (%s)	Embalado por %s (%s)
Packaged by %s	Embalado por %s
(C)	(C)
License GPLv3+: GNU GPL version 3 or later <%s>.	Licença GPLv3+: GNU GPL versão 3 ou posterior <%s>.
This is free software: you are free to change and redistribute it.	Este é um software livre: você é livre para alterá-lo e redistribuí-lo.
There is NO WARRANTY, to the extent permitted by law.	Não há garantia, na medida em que a lei o permite.
Written by %s.	Escrito por %s.
Written by %s and %s.	Escrito por %s e %s.
Written by %s, %s, and %s.	Escrito por %s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
and %s.	%s. e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, and %s.	%s, e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, and %s.	%s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, and %s.	%s, %s, %s e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
and %s.	%s. e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
%s, and %s.	%s, e %s.
Written by %s, %s, %s,	Escrito por %s, %s, %s,
%s, %s, %s, %s,	%s, %s, %s, %s, %s,
%s, %s, and others.	%s, %s e outros.
Report bugs to: %s	Report bugs to: %s
Report %s bugs to: %s	Relate bugs de %s para: %s
%s home page: <%s>	Página inicial do %s: <%s>
