project,arquivo,ctx_level,n,sw_stat,sw_p,sw_normal,ks_stat,ks_p,ks_normal,normal
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-0.po.meta,ctx-0,297,0.82195,0.0,False,0.183751,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.de.po.meta,ctx-1,297,0.824571,0.0,False,0.177219,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.es.po.meta,ctx-1,297,0.866354,0.0,False,0.123529,0.000208,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,297,0.891384,0.0,False,0.133356,4.6e-05,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,297,0.854574,0.0,False,0.164141,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,297,0.847492,0.0,False,0.144216,7e-06,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,297,0.838456,0.0,False,0.168777,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,297,0.864239,0.0,False,0.148677,3e-06,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,297,0.873092,0.0,False,0.135789,3.1e-05,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,297,0.857756,0.0,False,0.14715,4e-06,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,297,0.849452,0.0,False,0.155583,1e-06,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,297,0.852384,0.0,False,0.151339,2e-06,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,297,0.858979,0.0,False,0.159259,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,297,0.834563,0.0,False,0.182954,0.0,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,297,0.883483,0.0,False,0.122445,0.000244,False,False
aspell_v0.60.8.1,aspell-0.60.8.1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,297,0.885036,0.0,False,0.124727,0.000174,False,False
