original,translated,reference,context_languages,strategy,bleu
"%s: unable to resolve bind address %s; disabling bind.
","%s : impossível resolver a endereçamento ligado %s; desativação da ligação (bind).
","%s: não foi possível resolver endereço de associação %s; desabilitando a associação.
",FR,LLAMA,14.879641171245488
Connecting to %s|%s|:%d... ,Conexão ao %s|%s|:%d… ,Conectando-se a %s|%s|:%d... ,FR,LLAMA,51.665671158113454
Connecting to %s:%d... ,Conexão ao %s:%d… ,Conectando-se a %s:%d... ,FR,LLAMA,26.78284959130087
Connecting to [%s]:%d... ,Conexão ao [%s]:%d… ,Conectando-se a [%s]:%d... ,FR,LLAMA,42.0886844306855
"setsockopt SO_RCVBUF failed: %s
",falha ao definir o parâmetro SO_RCVBUF com setsockopt : %s,"setsockopt SO_RCVBUF falhou: %s
",FR,LLAMA,20.098339913206324
"connected.
",conexão estabelecida.,"conectado.
",FR,LLAMA,27.516060407455225
"failed: %s.
","falha : %s. 
","falha: %s.
",FR,LLAMA,100.00000000000004
"%s: unable to resolve host address %s
",%s : impossível resolver o endereço do host %s,"%s: não foi possível resolver endereço de máquina %s
",FR,LLAMA,17.423472443716534
"setsockopt SO_REUSEADDR failed: %s
",falha ao definir o socket SO_REUSEADDR : %s,"setsockopt SO_REUSEADDR falhou: %s
",FR,LLAMA,23.462350320527996
"Too many fds open.  Cannot use select on a fd >= %d
","Excesso de descriptores de arquivo abertos. Impossível utilizar 'select' com um descriptor >= %d
","Muitos descritores de arquivos em aberto. Não é selecionável um fd >= %d
",FR,LLAMA,16.467029855845905
"Converted links in %d files in %s seconds.
",Liens convertidos em %d fichiers em %s segundos.,"Links convertidos em %d arquivos em %s segundos.
",FR,LLAMA,58.77283725105324
Converting links in %s... ,Conversão de links em %s… ,Convertendo links em %s... ,FR,LLAMA,21.64910073203448
"nothing to do.
",não há nada para fazer.,"nada a ser feito.
",FR,LLAMA,9.652434877402245
"%d.
",%d.,"%d.
",FR,LLAMA,100.00000000000004
"Cannot convert links in %s: %s
",Не foi possível converter as referências em %s : %s,"Não foi possível converter links em %s: %s
",FR,LLAMA,53.107253497886994
"Unable to delete %s: %s
",Не foi possível remover %s : %s,"Não foi possível excluir %s: %s
",FR,LLAMA,51.33450480401705
