original,translated,reference,context_languages,strategy,bleu
warning: %s: ignoring bogus filename,Aviso: %s: ignorando o nome de arquivo falso,aviso: %s: ignorando nome de arquivo inválido,,NLLB,46.92470064105599
can't determine current directory,Não pode determinar o diretório atual,não foi possível determinar o diretório atual,,NLLB,43.01250851313262
can't set effective uid,Não pode definir um UID efetivo,não foi possível definir o uid efetivo,,NLLB,8.170609724417774
"the setuid man user ""%s"" does not exist","O usuário ""%s"" não existe","o usuário man setuid ""%s"" não existe",,NLLB,55.0695314903184
fatal: regex `%s': %s,fatal: regex `%s': %s,"fatal: regex ""%s"": %s",,NLLB,27.75806054476852
multi key %s does not exist,multi-key %s não existe,a multichave %s não existe,,NLLB,54.75182535069452
can't lock index cache %s,Não consegue bloquear o cache do índice %s,não foi possível travar o cache de índice %s,,NLLB,19.96939588188939
index cache %s corrupt,cache de índice %s corrupto,o cache de índice %s está corrompido,,NLLB,54.44460596606694
cannot replace key %s,Não pode substituir a chave %s,não foi possível substituir a chave %s,,NLLB,53.29462628216855
bad fetch on multi key %s,mau retorno em multi-chave %s,busca ruim na multichave %s,,NLLB,16.233395773754946
Database %s corrupted; rebuild with mandb --create,Base de dados %s corrupto; reconstruir com mandb --crear,Banco de dados %s corrompido; reconstrua-o com mandb --create,,NLLB,28.997844147152072
"warning: %s has no version identifier
",Aviso: %s não tem identificador de versão,"aviso: %s não possui identificador de versão
",,NLLB,43.167001068522524
"warning: %s is version %s, expecting %s
","Aviso: %s é versão %s, esperando %s","aviso: %s é versão %s, esperava-se %s
",,NLLB,67.0422683816333
fatal: unable to insert version identifier into %s,fatal: incapaz de inserir o identificador de versão em %s,fatal: não foi possível de inserir o identificador de versão em %s,,NLLB,65.10803637373398
[MAN DATABASE],[Base de dados dos homens],[BANDO-DE-DADOS MAN],,NLLB,7.809849842300641
The man database defaults to %s%s.,O banco de dados do homem é padrão para %s%s.,O banco de dados man tem como padrão %s%s.,,NLLB,45.72313446186435
emit debugging messages,emitir mensagens de depuração,emite mensagens de depuração,,NLLB,59.460355750136046
can't open %s for reading,Não pode abrir %s para leitura,não foi possível abrir %s para leitura,,NLLB,53.29462628216855
[SECTION...],[Secção...],[SEÇÃO...],,NLLB,53.7284965911771
PATH,Caminho,CAMINHO,,NLLB,0.0
set search path for manual pages to PATH,definir caminho de pesquisa para páginas manuais para PATH,define o caminho de pesquisa por páginas de manual com CAMINHO,,NLLB,15.270725349716185
FILE,Arquivo,ARQUIVO,,NLLB,0.0
use this user configuration file,Use este arquivo de configuração do usuário,usa esse arquivo de configuração de usuário,,NLLB,26.269098944241588
man command failed with exit status %d,Man comando falhou com o estado de saída %d,o comando man falhou com estado de saída %d,,NLLB,48.10977290978806
NULL content for key: %s,Conteúdo NULL para chave: %s,conteúdo NULL para a chave: %s,,NLLB,42.38365628278778
"
Updating cat files for section %s of man hierarchy %s
",Atualização de arquivos cat para a seção %s da hierarquia do homem %s,"
Atualizando arquivos cat para seção %s da hierarquia man %s
",,NLLB,36.15855225145535
cannot write within %s,Não pode escrever dentro de %s,não foi possível escrever dentro de %s,,NLLB,53.29462628216855
cannot read database %s,não pode ler o banco de dados %s,não foi possível ler o banco de dados %s,,NLLB,67.16877364745231
unable to update %s,Incapaz de atualizar %s,não foi possível de atualizar %s,,NLLB,44.82700320176826
warning: %s/man%s/%s.%s*: competing extensions,Aviso: %s/man%s/%s.%s*: extensões concorrentes,aviso: %s/man%s/%s.%s*: extensões conflitantes,,NLLB,87.81879837907132
can't update index cache %s,Não pode atualizar o cache do índice %s,não foi possível atualizar cache de índice %s,,NLLB,20.164945583740657
warning: %s: bad symlink or ROFF `.so' request,Aviso: %s: sincronismo ruim ou pedido ROFF `.so',"aviso: %s: link simbólico ruim ou requisição "".so"" ROFF",,NLLB,21.18854509032765
warning: %s: ignoring empty file,aviso: %s: ignorando arquivo vazio,aviso: %s: ignorando arquivo vazio,,NLLB,100.00000000000004
warning: %s: whatis parse for %s(%s) failed,aviso: %s: whatis parse para %s(%s) falhou,aviso: %s: análise por whatis para %s(%s) falhou,,NLLB,69.01228050062707
can't search directory %s,Não pode pesquisar o diretório %s,não foi possível pesquisar no diretório %s,,NLLB,22.772101321113862
can't chown %s,Não pode escolher %s,não foi possível fazer chown em %s,,NLLB,11.725004053101795
warning: cannot create catdir %s,Aviso: não pode criar catdir %s,aviso: não foi possível criar o catdir %s,,NLLB,21.06976474226304
can't chmod %s,Não posso controlar %s,não foi possível fazer chmod em %s,,NLLB,11.725004053101795
can't change to directory %s,Não pode mudar para o diretório %s,não foi possível mudar para o diretório %s,,NLLB,60.042877124855906
can't create index cache %s,Não pode criar cache de índice %s,não foi possível criar cache de índice %s,,NLLB,60.042877124855906
Updating index cache for path `%s/%s'. Wait...,Atualização do cache do índice para o caminho `%s/%s'. Espera...,"Atualizando o cache de índice para o caminho ""%s/%s"". Aguarde...",,NLLB,30.849773373139325
"done.
",Está tudo feito.,"feito.
",,NLLB,31.947155212313625
"Purging old database entries in %s...
",Limpeza de entradas antigas de banco de dados em %s...,"Descartando entradas antigas de banco de dados em %s...
",,NLLB,83.85766789076253
warning: failed to store entry for %s(%s),Aviso: falhou no armazenamento da entrada para %s(%s),aviso: falha ao armazenar entradas para %s(%s),,NLLB,44.71018619258419
PATH SECTION NAME,NOME DA SECÇÃO DO CAMINHO,CAMINHO SEÇÃO NOME,,NLLB,12.70331870386537
EXTENSION,Extensão,EXTENSÃO,,NLLB,0.0
limit search to extension type EXTENSION,Busca de limite para o tipo de extensão EXTENSION,limita a pesquisa ao tipo de extensão EXTENSÃO,,NLLB,17.747405280050266
look for pages case-insensitively (default),Procure páginas de forma instintiva (por padrão),procura por páginas sem diferenciar maiúsculo de minúsculo (padrão),,NLLB,10.04870239584817
look for pages case-sensitively,Procure páginas de forma sensível ao caso,procura por páginas diferenciando maiúsculo de minúsculo,,NLLB,7.809849842300641
interpret page name as a regex,interpretar o nome da página como um regex,interpreta o nome da páginas como uma expressão regular,,NLLB,19.493995755254467
the page name contains wildcards,o nome da página contém wildcards,o nome da página contém caracteres curingas,,NLLB,64.31870218238025
can't open %s,Não pode abrir %s,não foi possível abrir %s,,NLLB,32.55563013321615
FILE...,Arquivo...,ARQUIVO...,,NLLB,59.460355750136046
The defaults are --man and --whatis.,Os padrões são - homem e - o que é.,Os padrões são --man e --whatis.,,NLLB,15.851165692617155
parse as man page,Parse como página do homem,analisa como uma página man,,NLLB,12.70331870386537
parse as cat page,Parse como página de gato,analisa como uma página cat,,NLLB,12.70331870386537
show whatis information,Mostre o que é informação,mostra informação whatis,,NLLB,10.682175159905853
show guessed series of preprocessing filters,Mostrar séries de filtros de pré-processamento adivinhadas,mostra séries adivinhadas de filtros de pré-processamento,,NLLB,45.499414040480374
ENCODING,Codificação,CODIFICAÇÃO,,NLLB,0.0
use selected output encoding,usar a codificação de saída selecionada,usa a codificação de saída selecionada,,NLLB,75.98356856515926
%s: incompatible options,%s: opções incompatíveis,%s: opções incompatíveis,,NLLB,100.00000000000004
command exited with status %d: %s,comando saído com status %d: %s,o comando saiu com status %d: %s,,NLLB,67.16877364745231
[SECTION] PAGE...,Página...,[SEÇÃO] PÁGINA...,,NLLB,28.087083270446133
reset all options to their default values,Reset todas as opções para os valores padrão,redefine todas opções para seus valores padrão,,NLLB,16.515821590069034
WARNINGS,ADVERTENÇÕES,AVISOS,,NLLB,0.0
enable warnings from groff,permitir advertências de groff,habilita avisos do groff,,NLLB,15.97357760615681
Main modes of operation:,Principais modos de funcionamento:,Modos principais de operação:,,NLLB,12.70331870386537
equivalent to whatis,Equivalente ao que é,equivalente a whatis,,NLLB,0.0
equivalent to apropos,equivalente a apropos,equivalente a apropos,,NLLB,100.00000000000004
search for text in all pages,pesquisa de texto em todas as páginas,pesquisa pelo texto em todas as páginas,,NLLB,64.34588841607616
print physical location of man page(s),Impressão de localização física da página da pessoa (s),emite localização física da(s) página(s) man,,NLLB,22.265215139875263
print physical location of cat file(s),Impressão da localização física do arquivo de gato (s),emite localização física do(s) arquivo(s) cat,,NLLB,22.265215139875263
interpret PAGE argument(s) as local filename(s),interpretar o argumento PAGE (s) como nome de arquivo local (s),interpreta argumento(s) PÁGINA como nome(s) de arquivo(s) local(is),,NLLB,16.12386008651444
used by catman to reformat out of date cat pages,usado por catman para reformatar páginas cat desatualizadas,usado por catman para reformatar páginas cat desatualizadas,,NLLB,100.00000000000004
output source page encoded in ENCODING,Página fonte de saída codificada em ENCODING,emite a página fonte codificada em CODIFICAÇÃO,,NLLB,14.535768424205482
Finding manual pages:,Encontrar páginas de manual:,Localizando as páginas de manual:,,NLLB,54.75182535069452
LOCALE,Localização,LOCALIDADE,,NLLB,0.0
define the locale for this particular man search,Definir o local para esta busca de homem em particular,define a localidade para esta pesquisa de man em particular,,NLLB,12.549310621989482
SYSTEM,Sistema,SISTEMA,,NLLB,0.0
use manual pages from other systems,utilizar páginas manuais de outros sistemas,usa páginas de manual para outros sistemas,,NLLB,16.341219448835542
LIST,LISTA,LISTA,,NLLB,100.00000000000004
use colon separated section list,Use a lista de secções separadas do cólon,usa lista de seções separada por dois-pontos,,NLLB,11.044795567078939
show all pages matching regex,Mostre todas as páginas compatíveis com regex,mostra todas as páginas que coincidem com a expressão regular,,NLLB,17.112717058426785
show all pages matching wildcard,Mostre todas as páginas que correspondem ao wildcard,mostra todas as páginas que coincidem com o caractere curinga,,NLLB,26.924761780320413
"make --regex and --wildcard match page names only, not descriptions","fazer --regex e --wildcard correspondem apenas nomes de páginas, não descrições","faz --regex e --wildcard coincidirem apenas nomes de páginas, e não descrições",,NLLB,42.86982293646294
find all matching manual pages,encontrar todas as páginas manuais correspondentes,localiza todas as páginas de manual correspondentes,,NLLB,27.48254571080018
force a cache consistency check,Forçar uma verificação de consistência no cache,força uma verificação de consistência de cache,,NLLB,43.47208719449914
"don't try subpages, e.g. 'man foo bar' => 'man foo-bar'","Não tente subpáginas, por exemplo, 'man foo bar' => 'man foo-bar'","não tenta subpáginas, ex.: ""man foo bar"" => ""man foo-bar""",,NLLB,6.382370854949027
Controlling formatted output:,Controle de saída formatada:,Controlando saída formatada:,,NLLB,39.76353643835254
PAGER,PAGER,PAGINADOR,,NLLB,0.0
use program PAGER to display output,Use o programa PAGER para exibir a saída,usa o programa PAGINADOR para exibir a saída,,NLLB,41.11336169005198
STRING,RECONSTRAÇÃO,TEXTO,,NLLB,0.0
provide the `less' pager with a prompt,fornecer o `less' pager com um aviso,"fornece ao paginador ""less"" com uma pergunta",,NLLB,4.8734989388136185
display ASCII translation of certain latin1 chars,exibe tradução ASCII de certos caracteres latinos1,exibe a tradução ASCII de certos caracteres latin1,,NLLB,55.780028607687655
turn off hyphenation,desativar a encadernação,desliga hifenização,,NLLB,0.0
turn off justification,desativar a justificação,desliga justificação,,NLLB,27.516060407455225
"STRING indicates which preprocessors to run:
e - [n]eqn, p - pic, t - tbl,
g - grap, r - refer, v - vgrind","O STRING indica quais pré-processadores devem ser executados:
e - [n]eqn, p - pic, t - tbl,
g - uva, r - refer, v - vgrind","TEXTO indica quais pré-processadores serão executados:
e - [n]eqn, p - pic, t - tbl,
g - grap, r - refer, v - vgrind",,NLLB,75.49638711508062
use %s to format pages,usar %s para formatar páginas,usa %s para formatar páginas,,NLLB,75.98356856515926
DEVICE,Dispositivo,DISPOSITIVO,,NLLB,0.0
use %s with selected device,usar %s com o dispositivo selecionado,usa %s com o dispositivo selecionado,,NLLB,80.91067115702207
BROWSER,BROWSER,NAVEGADOR,,NLLB,0.0
use %s or BROWSER to display HTML output,Use %s ou BROWSER para exibir a saída de HTML,usa %s ou NAVEGADOR para exibir a saída HTML,,NLLB,35.08439695638686
RESOLUTION,Resolução,RESOLUÇÃO,,NLLB,0.0
"use groff and display through gxditview (X11):
-X = -TX75, -X100 = -TX100, -X100-12 = -TX100-12","utilizar groff e exibir através de gxditview (X11):
-X = -TX75, -X100 = -TX100, -X100-12 = -TX100-12","usa groff e exibe por meio de gxditview (X11):
-X = -TX75, -X100 = -TX100, -X100-12 = -TX100-12",,NLLB,79.2641061826569
use groff and force it to produce ditroff,usar groff e forçá-lo a produzir ditroff,usa groff e força-o a produzir ditroff,,NLLB,30.739407647563215
"No manual entry for %s
",Não há entrada manual para %s,"Nenhuma entrada de manual para %s
",,NLLB,43.47208719449914
"(Alternatively, what manual page do you want from section %s?)
","(Alternativamente, que página manual você quer da seção %s?)","(Alternativamente, qual a página de manual desejada da seção %s?)
",,NLLB,43.59765514726487
"What manual page do you want?
",Que página manual queres?,"Qual a página de manual desejada?
",,NLLB,9.423716574733431
"No manual entry for %s in section %s
",Nenhuma entrada manual para %s na seção %s,"Nenhuma entrada de manual para %s na seção %s
",,NLLB,75.16501147964685
"See '%s' for help when manual pages are not available.
",Consulte '%s' para obter ajuda quando as páginas manuais não estão disponíveis.,"Veja ""%s"" para ajuda quando as páginas de manual não estiverem disponíveis.
",,NLLB,20.255556775654835
ignoring unknown preprocessor `%c',ignorando o pré-processador desconhecido `%c',"ignorando pré-processador desconhecido ""%c""",,NLLB,15.619699684601283
can't rename %s to %s,Não pode renomear %s para %s,não foi possível renomear %s para %s,,NLLB,60.042877124855906
can't set times on %s,Não pode definir tempos em %s,não foi possível definir os horários de %s,,NLLB,10.923299908191149
can't unlink %s,Não pode desligar %s,não foi possível remover o link %s,,NLLB,11.725004053101795
can't create temporary cat for %s,Não pode criar gato temporário para %s,não foi possível criar o cat temporário para %s,,NLLB,28.46946938149361
can't create temporary directory,Não posso criar um diretório temporário.,não foi possível criar o diretório temporário,,NLLB,14.535768424205482
can't open temporary file %s,Não pode abrir arquivo temporário %s,não foi possível abrir o arquivo temporário %s,,NLLB,32.66828640925501
can't remove directory %s,Não pode remover o diretório %s,não foi possível remover o diretório %s,,NLLB,53.29462628216855
"--Man-- next: %s [ view (return) | skip (Ctrl-D) | quit (Ctrl-C) ]
",- Homem... Próximo: %s [ visualização (retorno) 0 skip (Ctrl-D) 0 quit (Ctrl-C) ],"--Man-- próxima: %s [ ver (Enter) | pular (Ctrl-D) | sair (Ctrl-C) ]
",,NLLB,24.192619393259786
"
cannot write to %s in catman mode",Não pode escrever para %s no modo catman,"
não foi possível escrever em %s no modo catman",,NLLB,41.80134288483489
Can't convert %s to cat name,Não pode converter %s para nome de gato,Não foi possível converter %s para um nome cat,,NLLB,29.558013016570783
"%s: relying on whatis refs is deprecated
",%s: dependendo do que este refs é obsoleto,"%s: o uso de whatis refs está obsoleto
",,NLLB,17.747405280050266
mandb command failed with exit status %d,comando mandb falhou com o estado de saída %d,o comando mandb falhou com status de saída %d,,NLLB,54.10822690539397
internal error: candidate type %d out of range,Erro interno: tipo candidato %d fora do alcance,erro interno: tipo de candidato %d fora da faixa,,NLLB,34.3763879968285
Manual page,Página manual,Página de manual,,NLLB,42.88819424803536
CODE,Código,CÓDIGO,,NLLB,0.0
encoding for output,codificação para saída,codificação para a saída,,NLLB,45.13864405503391
produce fewer warnings,produzem menos advertências,produz menos avisos,,NLLB,27.516060407455225
must specify an output encoding,deve especificar uma codificação de saída,deve-se especificar uma codificação de saída,,NLLB,75.98356856515926
can't remove %s,Não pode remover %s,não foi possível remover %s,,NLLB,32.55563013321615
can't write to standard output,Não pode escrever para saída padrão,não foi possível escrever para a saída padrão,,NLLB,16.449759298465814
iconv: incomplete character at end of buffer,iconv: caracteres incompletos no final do buffer,iconv: caractere incompleto no final do buffer,,NLLB,41.11336169005198
[-f CODE[:...]] -t CODE [FILENAME],[-f CODE[:...]] -t CODE [FILENAME],[-f CÓDIGO[:...]] -t CÓDIGO [NOME-DE-ARQUIVO],,NLLB,54.451788461394045
CODE[:...],Código [:...],CÓDIGO[:...],,NLLB,80.91067115702207
possible encodings of original text,eventuais codificações do texto original,codificações possíveis do texto original,,NLLB,42.7287006396234
[MANPATH],"- Não, não, não, não.",[CAMINHO-MAN],,NLLB,0.0
"work quietly, except for 'bogus' warning","Trabalhar em silêncio, exceto para ""falso"" aviso","trabalha silenciosamente, exceto para aviso de erro",,NLLB,16.784459625186194
don't look for or add stray cats to the dbs,Não procure nem adicione gatos perdidos aos dbs,não procura ou adiciona cats errantes aos bancos de dados,,NLLB,4.300847718252331
don't purge obsolete entries from the dbs,Não limpe as entradas obsoletas dos dbs,não descarta entradas obsoletas dos bancos de dados,,NLLB,21.191828141393902
produce user databases only,produzir apenas bases de dados de utilizadores,produz apenas bancos de dados de usuário,,NLLB,26.269098944241588
"create dbs from scratch, rather than updating","criar dbs a partir do zero, em vez de atualizar","cria banco de dados do zero, ao invés de atualizá-los",,NLLB,14.991106946711685
