original,translated,reference,context_languages,strategy,bleu
(dir),(nível),(dir),"VI,FR",LLAMA,34.66806371753173
(parent dir),(ród. кат.),(dir acima),"VI,FR",LLAMA,9.652434877402245
(huge),(grandes),gigante,"VI,FR",LLAMA,0.0
Search Wrapped,O <span style='color:#007B8E;'>Поиск</span> continuou <span style='color:#FFA500;'><em>(</em>começando<em>)</em></span>,Pesquisa recomeçou,"VI,FR",LLAMA,0.0
This is the only occurrence,É a única ocorrência coincidente.,Esta é a única ocorrência,"VI,FR",LLAMA,30.213753973567677
Search,Pesquisar,Pesquisa,"VI,FR",LLAMA,0.0
 [Backwards],Voltar para a página anterior., [Retroceder],"VI,FR",LLAMA,0.0
Cancelled,Отменено,Cancelado,"VI,FR",LLAMA,0.0
No current search pattern,Нечего andar procurando?,Nenhum padrão de pesquisa atualmente,"VI,FR",LLAMA,0.0
Cannot open directory: %s,Невозможно abrir thư mục: %s,Não foi possível abrir o diretório: %s,"VI,FR",LLAMA,19.740631366145518
Go To Directory,Para o diretório,Ir para o diretório,"VI,FR",LLAMA,39.43223765116288
Can't go outside of %s,Невозможно вийти з'{variable}да %s,Não é possível sair de %s,"VI,FR",LLAMA,9.535414040914192
Can't move up a directory,Не foi possível перемістити каталог,Não é possível subir um diretório,"VI,FR",LLAMA,8.745825313180626
Error reading %s: %s,Erro de leitura %s: %s,Erro ao ler %s: %s,"VI,FR",LLAMA,54.10822690539397
The working directory has disappeared,O catálogo de trabalho desapareceu,O diretório de trabalho desapareceu,"VI,FR",LLAMA,42.72870063962342
Unknown syntax name: %s,Nome desconhecido de sintaxe : %s,Nome de sintaxe desconhecido: %s,"VI,FR",LLAMA,33.437015248821105
magic_load() failed: %s,Erro ao carregar o magic_load(): %s,magic_load() falhou: %s,"VI,FR",LLAMA,42.40125351805035
magic_file(%s) failed: %s,falha ao acessar o arquivo magic_file(%s): %s,magic_file(%s) falhou: %s,"VI,FR",LLAMA,49.202745153855076
Nothing was cut,Não há nada cortado,Nada foi cortado,"VI,FR",LLAMA,15.97357760615681
Copied nothing,Ничего не було скопировано,Nada foi copiado,"VI,FR",LLAMA,0.0
Cutbuffer is empty,Буфер обмена пуст,buffer-de-transferência está vazio,"VI,FR",LLAMA,0.0
Error deleting lock file %s: %s,Erro ao remover o arquivo bloqueado %s: %s,Erro ao excluir o arquivo de trava %s: %s,"VI,FR",LLAMA,41.06517147271933
Couldn't determine my identity for lock file,Не foi possível determinar o arquivo de bloqueio pessoal atual.,Falha ao determinar minha ID para arquivo de trava,"VI,FR",LLAMA,8.29519350710986
Couldn't determine hostname: %s,Не foi possível determinar o nome do nó : %s,Falha ao determinar nome de máquina: %s,"VI,FR",LLAMA,15.851165692617148
Error writing lock file %s: %s,Erro de escrita no arquivo bloqueado %s: %s,Erro ao escrever o arquivo de trava %s: %s,"VI,FR",LLAMA,36.029870008455966
Someone else is also editing this file,Alguém mais está atualmente editando esse arquivo.,Outra pessoa também está editando esse arquivo,"VI,FR",LLAMA,22.089591134157878
Error opening lock file %s: %s,Erro ao abrir o arquivo bloqueado %s: %s,Erro ao abrir o arquivo de trava %s: %s,"VI,FR",LLAMA,64.07117598241614
Bad lock file is ignored: %s,Bom ficheiro bloqueado ruim são ignorado: %s,Arquivo de trava inválido é ignorado: %s,"VI,FR",LLAMA,29.84745896009822
"File %s is being edited by %s (with %s, PID %s); open anyway?","Ficheiro %s está sendo editado atualmente pelo usuário %s (com o auxílio de %s, PID %d); ainda assim, deseja-se abrir?","Arquivo %s sendo editado (por %s com %s, PID %s). Abrir mesmo assim?","VI,FR",LLAMA,17.878540236558916
Directory '%s' does not exist,Catalogo “%s” não existe,"O diretório ""%s"" não existe","VI,FR",LLAMA,12.872632311973014
Path '%s': %s,Diretório «%s»: %s,"Caminho ""%s"": %s","VI,FR",LLAMA,22.772101321113862
Path '%s' is not a directory,O caminho «%s» não é um diretório,"O caminho ""%s"" não é um diretório","VI,FR",LLAMA,33.010083098515025
Path '%s' is not accessible,"O caminho ""%s"" não está disponível para acesso.","O caminho ""%s"" não é acessível","VI,FR",LLAMA,51.56626918239821
Directory '%s' is not writable,"Catalogo ""%s"" não está disponível para gravação.","O diretório ""%s"" não é gravável","VI,FR",LLAMA,35.08439695638686
Can't read file from outside of %s,Невозможно прочитати файл вне %s,Não foi possível ler arquivo de fora de %s,"VI,FR",LLAMA,8.334503290277123
"""%s"" is a directory","O arquivo ""%s"" é um diretório","""%s"" é um diretório","VI,FR",LLAMA,72.59795291154772
"""%s"" is a device file","O arquivo ""%s"" é um dispositivo de armazenamento lógico","""%s"" é um arquivo dispositivo","VI,FR",LLAMA,44.833867003844595
"""%s"" is a FIFO","O arquivo ""%s"" é um FIFO","""%s"" é um FIFO","VI,FR",LLAMA,72.59795291154772
%s is meant to be read-only,%s considerado como acessível apenas para leitura,%s tem a intenção de ser somente leitura,"VI,FR",LLAMA,10.786826322527466
New Buffer,novo buffer,Novo buffer,"VI,FR",LLAMA,49.99999999999999
DOS,DOS,DOS,"VI,FR",LLAMA,100.00000000000004
Mac,Mac,Mac,"VI,FR",LLAMA,100.00000000000004
No more open file buffers,Não há mais buffers de arquivos abertos,Não há mais nenhum buffer de arquivos abertos,"VI,FR",LLAMA,35.640264633541825
Interrupted,Interrompido,Interrompido,"VI,FR",LLAMA,100.00000000000004
File '%s' is unwritable,"Arquivo ""%s"" não está disponível para escrita.","O arquivo ""%s"" não é gravável","VI,FR",LLAMA,35.08439695638686
New File,Novo arquivo,Novo arquivo,"VI,FR",LLAMA,100.00000000000004
"File ""%s"" not found","Arquivo ""%s"" não encontrado","Arquivo ""%s"" não encontrado","VI,FR",LLAMA,100.00000000000004
Reading from FIFO...,Lendo do FIFO...,Lendo de FIFO...,"VI,FR",LLAMA,53.7284965911771
Reading...,Leitura...,Lendo...,"VI,FR",LLAMA,59.460355750136046
Could not create pipe: %s,Не foi possível criar canal de processamento: %s,Não foi possível criar o pipe: %s,"VI,FR",LLAMA,26.269098944241577
Could not fork: %s,Не foi possível criar процеcesso filho: %s,Não foi possível bifurcar: %s,"VI,FR",LLAMA,22.31618068926665
Executing...,Exécção em andamento...,Executando...,"VI,FR",LLAMA,30.213753973567677
filtering,filtragem,filtragem,"VI,FR",LLAMA,100.00000000000004
Failed to open pipe: %s,Не foi possível abrir canal de dados: %s,Falha ao abrir o pipe: %s,"VI,FR",LLAMA,16.784459625186194
Error: %s,Erro de leitura %s: %s,Erro: %s,"VI,FR",LLAMA,22.089591134157878
Command to execute in new buffer,Comando para executar no novo buffer,Comando para execução no novo buffer,"VI,FR",LLAMA,37.99178428257963
Command to execute,Comando para execução,Comando para execução,"VI,FR",LLAMA,100.00000000000004
File to read unconverted into new buffer [from %s],Arquivo para leitura sem conversão em novo buffer [de %s],Arquivo para ler não convertido no novo buffer [de %s],"VI,FR",LLAMA,52.055103630534376
File to read into new buffer [from %s],Arquivo para leitura no novo buffer [de %s],Arquivo para leitura no novo buffer [de %s],"VI,FR",LLAMA,100.00000000000004
File to insert unconverted [from %s],Arquivo para inserção sem conversão [de %s],Arquivo para inserção não convertido [de %s],"VI,FR",LLAMA,52.53819788848316
File to insert [from %s],Arquivo para inserção [de %s],Arquivo para inserção [de %s],"VI,FR",LLAMA,100.00000000000004
