original,translated,reference,context_languages,strategy,bleu
(dir),(catálogo),(dir),"ES,ID",LLAMA,34.66806371753173
(parent dir),(localizador do caminho),(dir acima),"ES,ID",LLAMA,12.703318703865365
(huge),enorme,gigante,"ES,ID",LLAMA,0.0
Search Wrapped,Procure continuado desde o começo,Pesquisa recomeçou,"ES,ID",LLAMA,0.0
This is the only occurrence,Éste o único acaso coincidente.,Esta é a única ocorrência,"ES,ID",LLAMA,0.0
Search,Procurar,Pesquisa,"ES,ID",LLAMA,0.0
 [Backwards],Voltar para a página anterior., [Retroceder],"ES,ID",LLAMA,0.0
Cancelled,Cancelado,Cancelado,"ES,ID",LLAMA,100.00000000000004
No current search pattern,Não há necessidade de procurar.,Nenhum padrão de pesquisa atualmente,"ES,ID",LLAMA,8.116697886877475
Cannot open directory: %s,Не foi possível abrir o diretório: %s,Não foi possível abrir o diretório: %s,"ES,ID",LLAMA,86.33400213704509
Go To Directory,Para o diretório,Ir para o diretório,"ES,ID",LLAMA,39.43223765116288
Can't go outside of %s,Não é possível sair de %s,Não é possível sair de %s,"ES,ID",LLAMA,100.00000000000004
Can't move up a directory,não foi possível mover o diretório,Não é possível subir um diretório,"ES,ID",LLAMA,9.652434877402245
Error reading %s: %s,Erro lendo %s: %s,Erro ao ler %s: %s,"ES,ID",LLAMA,55.780028607687655
The working directory has disappeared,O catálogo de trabalho desapareceu,O diretório de trabalho desapareceu,"ES,ID",LLAMA,42.72870063962342
Unknown syntax name: %s,Nome de sintaxe desconhecido: %s,Nome de sintaxe desconhecido: %s,"ES,ID",LLAMA,100.00000000000004
magic_load() failed: %s,falha na análise de magic_load(): %s,magic_load() falhou: %s,"ES,ID",LLAMA,42.40125351805035
magic_file(%s) failed: %s,falha no arquivo magic_file(%s): %s,magic_file(%s) falhou: %s,"ES,ID",LLAMA,57.83569866465144
Nothing was cut,Não foi cortado nada,Nada foi cortado,"ES,ID",LLAMA,31.947155212313625
Copied nothing,Nenhum arquivo foi copiado,Nada foi copiado,"ES,ID",LLAMA,31.947155212313625
Cutbuffer is empty,O buffer de troca está vazio,buffer-de-transferência está vazio,"ES,ID",LLAMA,16.233395773754953
Error deleting lock file %s: %s,"Erro ao remover o arquivo de bloqueio ""%s"": %s",Erro ao excluir o arquivo de trava %s: %s,"ES,ID",LLAMA,22.355093096292105
Couldn't determine my identity for lock file,não foi possível determinar o arquivo de bloqueio para a identidade pessoal,Falha ao determinar minha ID para arquivo de trava,"ES,ID",LLAMA,8.054496384843702
Couldn't determine hostname: %s,Não foi possível determinar o nome do nó: %s,Falha ao determinar nome de máquina: %s,"ES,ID",LLAMA,15.851165692617148
Error writing lock file %s: %s,Erro ao escrever no ficheiro de bloqueio '%s': %s,Erro ao escrever o arquivo de trava %s: %s,"ES,ID",LLAMA,20.78060434846712
Someone else is also editing this file,Alguém mais está atualmente editando este mesmo arquivo.,Outra pessoa também está editando esse arquivo,"ES,ID",LLAMA,6.27465531099474
Error opening lock file %s: %s,Erro ao abrir o arquivo de bloqueio '%s': %s,Erro ao abrir o arquivo de trava %s: %s,"ES,ID",LLAMA,49.73567356124543
Bad lock file is ignored: %s,Arquivo de bloqueio ruim ignorado: %s,Arquivo de trava inválido é ignorado: %s,"ES,ID",LLAMA,36.28241434631104
"File %s is being edited by %s (with %s, PID %s); open anyway?","O arquivo '%s' está sendo editado pelo usuário '%s (com %s, PID %s); abra de qualquer forma?","Arquivo %s sendo editado (por %s com %s, PID %s). Abrir mesmo assim?","ES,ID",LLAMA,30.130404892785684
Directory '%s' does not exist,"O catálogo ""%s"" não existe.","O diretório ""%s"" não existe","ES,ID",LLAMA,61.04735835807847
Path '%s': %s,"Rota ""%s"": %s","Caminho ""%s"": %s","ES,ID",LLAMA,84.08964152537145
Path '%s' is not a directory,"O caminho ""%s"" não é um diretório","O caminho ""%s"" não é um diretório","ES,ID",LLAMA,100.00000000000004
Path '%s' is not accessible,"O caminho ""%s"" não está disponível.","O caminho ""%s"" não é acessível","ES,ID",LLAMA,63.894310424627285
Directory '%s' is not writable,"Catalogo ""%s"" não é de acesso para escrita.","O diretório ""%s"" não é gravável","ES,ID",LLAMA,41.72261448611505
Can't read file from outside of %s,não foi possível ler o arquivo fora de %s,Não foi possível ler arquivo de fora de %s,"ES,ID",LLAMA,39.281465090051285
"""%s"" is a directory","O arquivo ""%s"" é um diretório","""%s"" é um diretório","ES,ID",LLAMA,72.59795291154772
"""%s"" is a device file","O arquivo ""%s"" é um arquivo de dispositivo","""%s"" é um arquivo dispositivo","ES,ID",LLAMA,59.00468726392806
"""%s"" is a FIFO","O arquivo ""%s"" é um FIFO","""%s"" é um FIFO","ES,ID",LLAMA,72.59795291154772
%s is meant to be read-only,%s considerado para leitura apenas,%s tem a intenção de ser somente leitura,"ES,ID",LLAMA,10.89644800332157
New Buffer,novo buffer,Novo buffer,"ES,ID",LLAMA,49.99999999999999
DOS,DOS,DOS,"ES,ID",LLAMA,100.00000000000004
Mac,Mac,Mac,"ES,ID",LLAMA,100.00000000000004
No more open file buffers,Não há mais buffers de arquivos abertos,Não há mais nenhum buffer de arquivos abertos,"ES,ID",LLAMA,35.640264633541825
Interrupted,Interrumpido,Interrompido,"ES,ID",LLAMA,0.0
File '%s' is unwritable,"Arquivo ""%s"" não é de acesso para escrita.","O arquivo ""%s"" não é gravável","ES,ID",LLAMA,41.72261448611505
New File,Novo arquivo,Novo arquivo,"ES,ID",LLAMA,100.00000000000004
"File ""%s"" not found","Ficheiro ""%s"" não encontrado","Arquivo ""%s"" não encontrado","ES,ID",LLAMA,80.91067115702207
Reading from FIFO...,Lendo de FIFO...,Lendo de FIFO...,"ES,ID",LLAMA,100.00000000000004
Reading...,Lendo...,Lendo...,"ES,ID",LLAMA,100.00000000000004
