original,translated,reference,context_languages,strategy,bleu
Usage: iconv [-c] [-s] [-f fromcode] [-t tocode] [file ...],Utilização: iconv [-c] [-s] [-f in_cod}e] [-t out_cod}e] [arquivo ...],Uso: iconv [-c] [-s] [-f fromcode] [-t tocode] [arquivo ...],"RU,DE",LLAMA,51.31450749736949
or:    iconv -l,"ou:
iconv -l",ou:  iconv -l,"RU,DE",LLAMA,100.00000000000004
"Try '%s --help' for more information.
",Tente ‘%s --help’ para obter mais informações.,"Tente ""%s --help"" para mais informações.
","RU,DE",LLAMA,21.36435031981171
"Usage: %s [OPTION...] [-f ENCODING] [-t ENCODING] [INPUTFILE...]
","Utilização: %s [OPÇÃO...] [-f ENCODING] [-t ENCODING] [ARQUIVO_ENTRADA...]
","Uso: %s [OPÇÃO...] [-f CODIFICAÇÃO] [-t CODIFICAÇÃO] [ENTRADA...]
","RU,DE",LLAMA,59.970791883578045
"or:    %s -l
","ou:    %s -l
","ou:    %s -l
","RU,DE",LLAMA,100.00000000000004
"Converts text from one encoding to another encoding.
",Converte o texto de uma codificação para outra.,"Converte texto de uma codificação para outra.
","RU,DE",LLAMA,75.06238537503395
"Options controlling the input and output format:
","Opções para o controle de entrada e saída do formato: 
","Opções para controlar os formatos de entrada e saída:
","RU,DE",LLAMA,28.997844147152072
"  -f ENCODING, --from-code=ENCODING
                              the encoding of the input
","  -f ENCODING, --from-code=ENCODING
                               Entrada em codificação","  -f CODIFICAÇÃO, --from-code=CODIFICAÇÃO
                              a codificação de entrada
","RU,DE",LLAMA,18.04438612975343
"  -t ENCODING, --to-code=ENCODING
                              the encoding of the output
","  -t ENCODING, --to-code=ENCODING
                              codificação de saída","  -t CODIFICAÇÃO, --to-code=CODIFICAÇÃO
                              a codificação da saída
","RU,DE",LLAMA,18.88588859215946
"Options controlling conversion problems:
","Opções de controle para a conversão dos caracteres: 
	'RU': Opção que permite o tratamento das alterações nos dados.
	'DE': Opção utilizada para solucionar problemas relacionados à transformação dos dados.","Opções para controlar problemas de conversão:
","RU,DE",LLAMA,1.7035962947530545
