original,translated,reference,context_languages,strategy,bleu
Not enough memory.,Não há bento de memória suficiente.,Memória insuficiente.,VI,LLAMA,6.567274736060395
Setting a value for this tag is unsupported!,Não há suporte para a função de criar um valor para este token!,Não há suporte à definição de um valor para esta etiqueta!,VI,LLAMA,19.104081613647544
"Too few components specified (need %d, found %d)
","Chamamento para redução excessiva de componentes (requisito %d, disponibilidade %d) 
","Muito poucos componentes especificados (precisa de %d, encontrou %d)
",VI,LLAMA,18.207052811092137
"Numeric value expected
",Cón um valor igual ao número,"Valor numérico esperado
",VI,LLAMA,0.0
Internal error. Please contact <%s>.,"Erro interno. Por favor, conecte-se ao <%s>.","Erro interno. Por favor, contate <%s>.",VI,LLAMA,67.03420896351791
Not yet implemented!,Não foi possível concluir a operação!,Não implementado ainda!,VI,LLAMA,7.809849842300637
Warning; Too many components specified!,Cairi: insuficiente informação na seção!,Aviso; Especificados componentes demais!,VI,LLAMA,6.567274736060395
Too much EXIF data (%i bytes). Only %i bytes are allowed.,Quá nhiều dữ liệu EXIF (%i byte). Chỉ cho phép %i byte.,Dados EXIF demais (%i bytes). Apenas %i bytes são permitidos.,VI,LLAMA,12.512236921161914
Could not write '%s' (%s).,Não é possível salvar no arquivo %s (%s).,"Não foi possível escrever ""%s"" (%s).",VI,LLAMA,35.416987661440594
Wrote file '%s'.,Fez treino com o arquivo '%s'.,"Escrever arquivo ""%s"".",VI,LLAMA,6.27465531099474
EXIF entry '%s' ,"Mục tin EXIF ""%s""","Entrada EXIF ""%s""",VI,LLAMA,61.47881529512643
"(0x%x, '%s') ","(0x%x, '%s') ","(0x%x, ""%s"") ",VI,LLAMA,43.44371253135793
"exists in IFD '%s':
",está presente no IFD '%s':,"existe em IFD ""%s"":
",VI,LLAMA,7.267884212102741
Adding entry...,Adicione um item...,Adicionando entrada...,VI,LLAMA,30.213753973567677
IFD '%s' does not contain a tag '%s'!,"IFD ""%s"" não possui nenhum sinal de interrupção (SIG)!","IFD ""%s"" não contém uma etiqueta ""%s""!",VI,LLAMA,33.64932442330152
Could not open '%s' (%s)!,Não é possível abrir o arquivo %s (%s)!,"Não foi possível abrir ""%s"" (%s)!",VI,LLAMA,38.058030016749456
Could not determine size of '%s' (%s).,Não é possível determinar o tamanho do arquivo '%s' (%s).,"Não foi possível determinar o tamanho de ""%s"" (%s).",VI,LLAMA,40.325042950627804
Could not read '%s' (%s).,Não é possível ler o arquivo %s (%s).,"Não foi possível ler ""%s"" (%s)!",VI,LLAMA,26.911091103444726
IFD '%s' does not contain tag '%s'.,"IFD ""%s"" não possui selo '%s'.","IFD ""%s"" não contém uma etiqueta ""%s"".",VI,LLAMA,37.95104907493076
'%s' does not contain tag '%s'.,%s,"""%s"" não contém uma etiqueta ""%s""!",VI,LLAMA,0.40867714384640685
'%s' does not contain a thumbnail!,"IFD ""%s"" não possui imagens de modelo!","IFD ""%s"" não contém uma miniatura!",VI,LLAMA,47.987820666906615
Could not open '%s' for writing (%s)!,"Không thêm mở ""%s"" para ghi (%s)!","Não foi possível abrir ""%s"" para escrita (%s)!",VI,LLAMA,49.5043021737605
EXIF tags in '%s':,"Thêm thể EXIF trong ""%s"":","Etiquetas EXIF em ""%s"":",VI,LLAMA,46.713797772819994
"Unknown format or nonexistent MakerNote.
",Não há informações sobre o tamanho ou a presença de um makernote.,"Formato desconhecido ou MakerNote inexistente.
",VI,LLAMA,3.673526562988939
"MakerNote does not contain any value.
",MakerNote não contém valor.,"MakerNote não contém qualquer valor.
",VI,LLAMA,40.93653765389909
Unknown Tag,Sem indicação para o símbolo de ponto e vírgula (;),Etiqueta desconhecida,VI,LLAMA,0.0
Unknown value,Valor baixo,Valor desconhecido,VI,LLAMA,49.99999999999999
EXIF tags in '%s' ('%s' byte order):,"Thẻ EXIF trong ""%s"" (thứ tự byte ""%s""):","Tags EXIF em ""%s"" (ordem de ""%s"" byte):",VI,LLAMA,40.65220433860868
Tag,Thẻ,Etiqueta,VI,LLAMA,0.0
Value,Valor,Valor,VI,LLAMA,100.00000000000004
EXIF data contains a thumbnail (%i bytes).,Dados EXIF contêm uma imagem de modelo (%i byte).,Dados EXIF contêm uma miniatura (%i bytes).,VI,LLAMA,31.170906522700683
"ThumbnailSize	%i
",Kích cỡ ảnh mẫu %i,"TamanhoMiniatura	%i
",VI,LLAMA,16.233395773754953
Display software version,Hiện thị phiên bản phần mềm,Exiba a versão do software,VI,LLAMA,0.0
Show IDs instead of tag names,"Olá! Por favor, altere o código de exibição para 'Hiển thị mã số' ao lado do seu nome no documento.",Mostra IDs em vez de nomes de etiquetas,VI,LLAMA,1.6466642419110007
Select tag,Escolha o símbolo,Seleciona uma etiqeuta,VI,LLAMA,0.0
