original,translated,reference,context_languages,strategy,bleu
Not enough memory.,Não há memória suficiente.,Memória insuficiente.,"VI,ZH_CN",LLAMA,10.682175159905848
Setting a value for this tag is unsupported!,Não há suporte para a função de criar um valor para este botão!,Não há suporte à definição de um valor para esta etiqueta!,"VI,ZH_CN",LLAMA,19.104081613647544
"Too few components specified (need %d, found %d)
","Chamado para indicar que o número de componentes é insuficiente (requer %d, encontrou %d)","Muito poucos componentes especificados (precisa de %d, encontrou %d)
","VI,ZH_CN",LLAMA,33.70129264673147
"Numeric value expected
",Cần một giá trị bằng số,"Valor numérico esperado
","VI,ZH_CN",LLAMA,0.0
Internal error. Please contact <%s>.,"Erro interno. Por favor, conecte-se com <%s>.","Erro interno. Por favor, contate <%s>.","VI,ZH_CN",LLAMA,67.03420896351791
Not yet implemented!,Falha na execução!,Não implementado ainda!,"VI,ZH_CN",LLAMA,15.97357760615681
Warning; Too many components specified!,CANALHAO: a quantidade de componentes é excessiva!,Aviso; Especificados componentes demais!,"VI,ZH_CN",LLAMA,5.669791110976001
Too much EXIF data (%i bytes). Only %i bytes are allowed.,Excepcional quantidade de dados EXIF (%i byte). Permite apenas %i byte.,Dados EXIF demais (%i bytes). Apenas %i bytes são permitidos.,"VI,ZH_CN",LLAMA,13.32358437599213
Could not write '%s' (%s).,Não é possível gravar no arquivo '%s' (%s).,"Não foi possível escrever ""%s"" (%s).","VI,ZH_CN",LLAMA,29.89950354998137
Wrote file '%s'.,GHIU TIN %s.,"Escrever arquivo ""%s"".","VI,ZH_CN",LLAMA,15.848738972120703
EXIF entry '%s' ,Mục tin EXIF '%s',"Entrada EXIF ""%s""","VI,ZH_CN",LLAMA,9.652434877402245
"(0x%x, '%s') ","(0x%x, '%s') ","(0x%x, ""%s"") ","VI,ZH_CN",LLAMA,43.44371253135793
"exists in IFD '%s':
","está presente no IFD ""%s"":","existe em IFD ""%s"":
","VI,ZH_CN",LLAMA,58.73949094699213
Adding entry...,Adicionar item...,Adicionando entrada...,"VI,ZH_CN",LLAMA,39.76353643835252
IFD '%s' does not contain a tag '%s'!,"IFD ""%s"" não contém o sinal '%s'!","IFD ""%s"" não contém uma etiqueta ""%s""!","VI,ZH_CN",LLAMA,46.378783190593225
Could not open '%s' (%s)!,Não é possível abrir o arquivo %s (%d)!,"Não foi possível abrir ""%s"" (%s)!","VI,ZH_CN",LLAMA,12.725469300101423
Could not determine size of '%s' (%s).,Não é possível determinar o tamanho do arquivo '%s' (%s).,"Não foi possível determinar o tamanho de ""%s"" (%s).","VI,ZH_CN",LLAMA,40.325042950627804
Could not read '%s' (%s).,Não é possível ler o arquivo %s (%s).,"Não foi possível ler ""%s"" (%s)!","VI,ZH_CN",LLAMA,26.911091103444726
IFD '%s' does not contain tag '%s'.,"IFD ""%s"" não contém o sinal '%s'.","IFD ""%s"" não contém uma etiqueta ""%s"".","VI,ZH_CN",LLAMA,46.378783190593225
'%s' does not contain tag '%s'.,%s,"""%s"" não contém uma etiqueta ""%s""!","VI,ZH_CN",LLAMA,0.40867714384640685
'%s' does not contain a thumbnail!,"IFD ""%s"" não possui imagens de modelo!","IFD ""%s"" não contém uma miniatura!","VI,ZH_CN",LLAMA,47.987820666906615
Could not open '%s' for writing (%s)!,"Não é possível abrir ""%s"" para gravação (%s)!","Não foi possível abrir ""%s"" para escrita (%s)!","VI,ZH_CN",LLAMA,66.06328636027618
EXIF tags in '%s':,"Thêm thể EXIF trong ""%s"":","Etiquetas EXIF em ""%s"":","VI,ZH_CN",LLAMA,46.713797772819994
"Unknown format or nonexistent MakerNote.
",Não há informações sobre o tamanho ou a presença de um makernote.,"Formato desconhecido ou MakerNote inexistente.
","VI,ZH_CN",LLAMA,3.673526562988939
"MakerNote does not contain any value.
",MakerNote não contém valor.,"MakerNote não contém qualquer valor.
","VI,ZH_CN",LLAMA,40.93653765389909
Unknown Tag,Não é possível identificar o sinal (Thẻ),Etiqueta desconhecida,"VI,ZH_CN",LLAMA,0.0
Unknown value,Valor ausente ou inválido.,Valor desconhecido,"VI,ZH_CN",LLAMA,10.682175159905848
