projeto,experimento,nivel,n_segmentos,vitorias,empates,derrotas,taxa_vitoria_%,tamanho_efeito_r,impacto
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,542,161,263,118,29.7,0.6895,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,542,165,206,171,30.44,0.5348,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,542,170,249,123,31.37,0.6741,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,542,132,254,156,24.35,0.6614,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,542,175,254,113,32.29,0.698,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,542,165,210,167,30.44,0.543,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,542,165,238,139,30.44,0.6337,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,542,162,255,125,29.89,0.6619,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.es.po.meta,ctx-1,542,141,291,110,26.01,0.7105,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.de.po.meta,ctx-1,542,150,241,151,27.68,0.6018,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,542,172,208,162,31.73,0.5541,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,542,163,239,140,30.07,0.6462,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,542,165,231,146,30.44,0.6082,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,542,165,213,164,30.44,0.5663,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,542,157,253,132,28.97,0.6507,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,542,161,223,158,29.7,0.5726,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,542,166,258,118,30.63,0.6764,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,542,152,264,126,28.04,0.6676,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,542,159,234,149,29.34,0.6183,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,542,156,273,113,28.78,0.6974,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.id.po.meta,ctx-1,542,156,235,151,28.78,0.5933,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,542,153,244,145,28.23,0.6375,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,542,154,261,127,28.41,0.6713,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,542,160,259,123,29.52,0.6767,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,542,168,231,143,31.0,0.6115,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,542,168,239,135,31.0,0.6402,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,542,178,223,141,32.84,0.6156,Grande
parted_v3.4.64.2,parted-3.4.64.2.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,542,152,280,110,28.04,0.6911,Grande
