projeto,experimento,nivel,n_segmentos,vitorias,empates,derrotas,taxa_vitoria_%,tamanho_efeito_r,impacto
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,377,200,105,72,53.05,0.684,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,377,142,150,85,37.67,0.6553,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,377,115,161,101,30.5,0.6419,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,377,121,160,96,32.1,0.6284,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,377,176,118,83,46.68,0.6551,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,377,152,126,99,40.32,0.5865,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,377,169,116,92,44.83,0.6051,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,377,155,140,82,41.11,0.6514,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,377,146,136,95,38.73,0.6305,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,377,140,163,74,37.14,0.7071,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,377,113,175,89,29.97,0.6673,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,377,128,147,102,33.95,0.6088,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,377,181,107,89,48.01,0.6472,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,377,154,132,91,40.85,0.6299,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,377,152,132,93,40.32,0.6369,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,377,126,143,108,33.42,0.5893,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,377,178,124,75,47.21,0.6878,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,377,114,169,94,30.24,0.6619,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,377,153,149,75,40.58,0.7054,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,377,186,106,85,49.34,0.6534,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,377,175,119,83,46.42,0.6778,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,377,91,198,88,24.14,0.6874,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,377,108,168,101,28.65,0.6285,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,377,83,214,80,22.02,0.7041,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,377,107,190,80,28.38,0.6954,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,377,111,186,80,29.44,0.704,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,377,194,98,85,51.46,0.6328,Grande
gstreamer_v1.27.90,gstreamer-1.27.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,377,126,153,98,33.42,0.6412,Grande
