projeto,experimento,nivel,n_segmentos,vitorias,empates,derrotas,taxa_vitoria_%,tamanho_efeito_r,impacto
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,69,17,29,23,24.64,0.5985,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,69,38,16,15,55.07,0.6575,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,69,27,26,16,39.13,0.6928,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,69,32,19,18,46.38,0.605,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,69,35,19,15,50.72,0.6496,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,69,36,20,13,52.17,0.6957,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,69,25,29,15,36.23,0.6806,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,69,30,27,12,43.48,0.7302,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.es.po.meta,ctx-1,69,38,17,14,55.07,0.6554,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,69,31,21,17,44.93,0.6395,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,69,28,21,20,40.58,0.6093,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,69,29,23,17,42.03,0.5528,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.de.po.meta,ctx-1,69,31,19,19,44.93,0.6086,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,69,35,19,15,50.72,0.6496,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,69,36,18,15,52.17,0.6172,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,69,34,17,18,49.28,0.5985,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,69,27,25,17,39.13,0.6806,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,69,36,20,13,52.17,0.6471,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,69,38,20,11,55.07,0.7093,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-1.id.po.meta,ctx-1,69,24,19,26,34.78,0.4304,Médio
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,69,25,17,27,36.23,0.3829,Médio
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,69,36,19,14,52.17,0.646,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,69,27,16,26,39.13,0.429,Médio
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,69,45,17,7,65.22,0.7144,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,69,25,24,20,36.23,0.5668,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,69,35,16,18,50.72,0.6133,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,69,25,25,19,36.23,0.6647,Grande
exif_v0.6.22,exif-0.6.22.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,69,35,18,16,50.72,0.6165,Grande
