projeto,experimento,nivel,n_segmentos,vitorias,empates,derrotas,taxa_vitoria_%,tamanho_efeito_r,impacto
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,589,194,240,155,32.94,0.61,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,589,169,264,156,28.69,0.6401,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.id.po.meta,ctx-1,589,169,238,182,28.69,0.563,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,589,190,236,163,32.26,0.5861,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,589,153,263,173,25.98,0.6021,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,589,178,231,180,30.22,0.5585,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,589,148,276,165,25.13,0.6223,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,589,176,240,173,29.88,0.5953,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,589,172,287,130,29.2,0.6985,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,589,189,239,161,32.09,0.5988,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,589,187,215,187,31.75,0.5331,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,589,160,220,209,27.16,0.555,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,589,178,268,143,30.22,0.6599,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,589,168,272,149,28.52,0.64,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-ru.po.meta,ctx-2,589,196,230,163,33.28,0.5855,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,589,176,215,198,29.88,0.5218,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,589,144,249,196,24.45,0.6147,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,589,148,254,187,25.13,0.6014,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,589,180,234,175,30.56,0.5729,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,589,181,231,177,30.73,0.5689,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,589,161,235,193,27.33,0.5593,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,589,179,283,127,30.39,0.6967,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,589,179,219,191,30.39,0.5272,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,589,171,274,144,29.03,0.6609,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.de.po.meta,ctx-1,589,164,239,186,27.84,0.5728,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,589,182,280,127,30.9,0.6968,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-1.es.po.meta,ctx-1,589,164,305,120,27.84,0.723,Grande
tar_v1.35.90,tar-1.35.90.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,589,185,248,156,31.41,0.6216,Grande
