projeto,experimento,nivel,n_segmentos,vitorias,empates,derrotas,taxa_vitoria_%,tamanho_efeito_r,impacto
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-vi.po.meta,ctx-2,614,204,241,169,33.22,0.5812,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.id.po.meta,ctx-1,614,160,281,173,26.06,0.6348,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-fr.po.meta,ctx-2,614,212,250,152,34.53,0.6217,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-vi.po.meta,ctx-2,614,162,307,145,26.38,0.6496,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.ru.po.meta,ctx-1,614,142,346,126,23.13,0.7023,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.id-ru.po.meta,ctx-2,614,166,308,140,27.04,0.6628,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.es-ru.po.meta,ctx-2,614,197,281,136,32.08,0.6413,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-vi.po.meta,ctx-2,614,180,249,185,29.32,0.5865,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-es.po.meta,ctx-2,614,209,254,151,34.04,0.623,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.vi-zh_CN.po.meta,ctx-2,614,172,275,167,28.01,0.6229,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.es-id.po.meta,ctx-2,614,248,220,146,40.39,0.6016,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.ru-zh_CN.po.meta,ctx-2,614,157,316,141,25.57,0.6744,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.vi.po.meta,ctx-1,614,154,279,181,25.08,0.6468,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.fr.po.meta,ctx-1,614,199,271,144,32.41,0.6511,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.zh_CN.po.meta,ctx-1,614,160,289,165,26.06,0.6325,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-id.po.meta,ctx-2,614,204,255,155,33.22,0.6166,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-ru.po.meta,ctx-2,614,186,296,132,30.29,0.6605,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.de-zh_CN.po.meta,ctx-2,614,200,252,162,32.57,0.5913,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.de.po.meta,ctx-1,614,206,244,164,33.55,0.5885,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.id-zh_CN.po.meta,ctx-2,614,176,276,162,28.66,0.6064,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-zh_CN.po.meta,ctx-2,614,185,269,160,30.13,0.6058,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.fr-id.po.meta,ctx-2,614,211,258,145,34.36,0.6295,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-1.es.po.meta,ctx-1,614,234,225,155,38.11,0.5944,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.es-zh_CN.po.meta,ctx-2,614,198,262,154,32.25,0.6139,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.es-vi.po.meta,ctx-2,614,204,232,178,33.22,0.5379,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.id-vi.po.meta,ctx-2,614,156,261,197,25.41,0.6384,Grande
nano_v8.4-pre1,nano-8.4-pre1.pt_BR.llama.ctx-2.es-fr.po.meta,ctx-2,614,218,259,137,35.5,0.6431,Grande
